title,brand,price,description,rating,image,feature
REI Co-op Trailbreak 20 Sleeping Bag - Women's,REI Co-op,$109.00,"Just the right balance of warmth, packability and weight, the women's REI Co-op Trailbreak 20 sleeping bag is great for those breaking into backpacking and all that comes with it.",4.0,https://www.rei.com/media/65cab5b2-5620-494a-9e4c-d1998689ec4d?size=784x588,"['Designed specifically for women, with increased hip room and decreased shoulder room for improved thermal efficiency', 'Water-resistant synthetic fill keeps insulating in damp conditions', 'Comfortable mummy shape gives you freedom to move while you sleep', '3-panel hood contours closely to your head to keep out cold air', 'Face muffler and full draft tube keep out cold air', 'Differentiated drawcords (1 round, 1 flat) let you adjust the hood and neck easily in the dark', 'Offset quilt construction gives even coverage with no cold spots', 'Durable water repellent (DWR) finish on the polyester shell resists moisture and stains', 'Included stuff sack compresses for packing']"
REI Co-op Kindercone 25 Sleeping Bag - Kids',REI Co-op,$69.95,"Our warmest synthetic backpacking bag for kids, the REI Co-op Kindercone 25 sleeping bag is now made with a recycled polyester shell and lining. And it adjusts to fit and stay warm as kids grow!",4.2,https://www.rei.com/media/9da7508a-45b6-4dfa-9db7-70226cd8a099?size=784x588,"['Attached stuff sack cinches down to adjust the length of the bag to grow with your child; use it to shorten the bag for more efficient insulation', 'Recycled polyester shell has a durable water repellent (DWR) coating to help moisture bead up on the surface', 'Synthetic fibers insulate against the cold, even when conditions are damp', 'Roomy hood has an adjustable cord to hold pillows in place and a stretchy opening around the face for an auto-adjust, kid-friendly fit', 'Mummy shape provides generous interior volume', 'Soft, recycled polyester liner has colorful graphics', '2-way, antisnag coil zipper', 'Made to reflect our love for people and the planet through the use of recycled polyester and bluesign®-approved materials', 'Recycled materials keep waste out of landfills and bluesign®-approved materials conserve resources and protect the health of the environment, workers and user (your kid!)']"
The North Face Dolomite One Sleeping Bag,The North Face,$149.00,"With innovative, interchangeable layers, The North Face Dolomite One sleeping bag functions like 3 bags in 1, letting you comfortably catch some zzzzzzs outdoors in a wide range of temperatures.",3.9,https://www.rei.com/media/428473c3-ad4d-467f-a215-bbc483f8e6bc?size=784x588,"['Ideal for the shoulder seasons, the 15°F configuration combines 2 layers of lofty synthetic insulation to keep you warm and cozy', 'Ditch the blue layer and stay warm without overheating on cooler summer nights using only the 30°F yellow mid layer', 'For 50°F or warmer nights, drop the extra weight and sleep comfortably in just the outer blue layer', 'Roomy, rectangular shape provides maximum comfort', ""Top section of the bag's interior features a supersoft liner for added warmth and coziness"", 'Keep your essentials secure in the interior watch pocket found on each layer', 'Wraparound zipper lets you fully open the bag so it lies flat']"
Coleman Brazos 30 Sleeping Bag,Coleman,$46.95,"An excellent choice for staying protected on those cool-weather camping trips or in emergency situations, the Coleman Brazos 30 sleeping bag handles temps from 40 to 20°F with ease.",4.0,https://www.rei.com/media/93ddc6f4-0d74-4580-a04d-4452ab3ef04e?size=784x588,"['Tricot lining and Coletherm insulation are ideal for nights ranging from 40 to 20°F', '75 in. length and 33 in. width accommodate sleepers of varied sizes', 'Rolls up for convenient carry and simple storage', ""Equipped with a polyester cover to ensure the insulation doesn't shift during use"", 'Ideal as an addition to your camping gear or survival kit so you can stay warm and cozy in a variety of conditions', 'Extremely durable and designed to withstand the elements during outdoor use']"
REI Co-op Backpacking Bundle,REI Co-op,$243.93,"So your friends want to go backpacking ... this weekend. Take the guesswork out of gear shopping with these 3 customer faves—tent, sleeping bag and pad—together in the REI Co-op Backpacking Bundle.",4.4,https://www.rei.com/media/7ba4cfc8-a91d-40e7-b236-a998a23242a2?size=784x588,"['Includes REI Co-op Passage 2 tent with footprint, REI Co-op Stratus Insulated Air sleeping pad (regular or long) and REI Co-op Trailbreak 30 sleeping bag (regular or long)', 'The Passage 2 tent is a lightweight, 3-season tent for 2 that sets up easily and features 2 doors, each with its own vestibule, for easy access and ample storage space', 'Tent has a water-resistant floor, interior mesh storage pockets for organization, and durable aluminum poles and plastic clips that make for quick setup', 'Tent comes with a rainfly, footprint, stuff sack, pole and stake bags, stakes and guylines with tighteners', ""Stratus Insulated Air sleeping pad offers supreme warmth, comfort and durability for a good night's sleep after a long day on the trail"", 'The Stratus Insulated Air sleeping pad has an R-value of 2.9, which makes it best for adventures in cool weather; it provides moderate insulation from ground temperature', 'Most sleeping pads we sell range from 1.0 (good for warm weather) to 5.5+ (for use in extreme cold); the higher the R-value, the more insulated the pad', 'Trailbreak 30 sleeping bag has a relaxed mummy shape, which offers plenty of room to stretch, turn and snuggle in for the night', 'Polyester synthetic fill in the Trailbreak 30 keeps you warm down to about 30°F; offset quilt construction prevents cold spots and stabilizes the insulation', 'Tent weighs 5 lbs. 10 oz. packaged; regular bag: 2 lbs. 8 oz; long bag: 2 lbs. 10 oz.; regular pad: 1 lb. 5 oz.; long pad: 1 lb. 7 oz.', 'Individual packaged sizes: tent: 18 x 8 in.; bag: 7 x 12 in.; pad: 5.25 x 7 in.', 'R-value tested according to the ASTM F3340 standard']"
Sea to Summit Spark Ultralight Sleeping Bag Liner,Sea to Summit,$269.00,"Built for fast-and-light adventures, this Sea to Summit Spark Ultralight sleeping bag liner is a great pick for summer overnights or boosting your sleeping bag's warmth on chillier trips.",4.6,https://www.rei.com/media/9f9cbbdd-65e7-496d-a529-08fcef5c41d3?size=784x588,"['7-denier shell and 7-denier liner materials help to achieve an impressively light weight and compact packed size', '850-fill-power down provides cozy warmth', 'Sewn-through quilted construction makes this an incredibly light and compact bag', '1/3-length zipper', 'Includes lightweight Ultra-Sil™ compression bag and storage cell']"
REI Co-op Siesta Hooded 25 Double Sleeping Bag,REI Co-op,$229.00,"Built for car camping couples, the REI Co-op Siesta Hooded 25 double sleeping bag has dual 2-way zippers to customize venting on each side and toasty synthetic fill for cool nights.",3.8,https://www.rei.com/media/568eb3ab-551a-48e1-b2a6-24194e041e6d?size=784x588,"['Insulated hood adds warmth and helps keep 2 pillows in place; hood folds under when not needed', 'Polyester synthetic fill is warm down to about 25°F; offset quilt construction prevents cold spots and stabilizes the insulation', 'Dual 2-way zippers let you unzip the foot sections separately for customized ventilation; you can also separate the top and bottom to use the bag as a quilt', '2-sided muffler around the top with adjustable cinch keeps warmth in and cold out', 'Toggle and loop allows hood to be separated into 2 sections for additional warmth', 'Interior stash pocket for storing small, quick-access items', 'Material strip adjacent to zipper minimizes zipper snagging', 'Recycled polyester shell is treated with a durable water repellent (DWR) finish to repel moisture and stains', 'Includes a stuff sack']"
REI Co-op Camp Dreamer Double Sleep System,REI Co-op,$299.00,"It's as close to your bed at home as you can get—but designed for camping. The REI Co-op Camp Dreamer Double Sleep System includes a quilt, top sheet, fitted sheet and removable hood that all connect.",3.5,https://www.rei.com/media/075157db-981a-4fb4-b3c6-a9dbf613b2eb?size=784x588,"['4-piece system includes lofty top quilt, cotton top sheet, fitted bottom sheet and removable hood', 'Optimized to pair with our REI Co-op Camp Dreamer Double (not included) while working with most other double-sized deluxe camping pads—and even 2 singles side-by-side', ""Hood adds warmth and coziness while doubling as a headboard and pillow retainer; hood detaches if you don't need it"", 'Center loop and toggle in hood keeps the bed secure and cozy while allowing you and your partner to independently adjust the amount of hood coverage', 'System toggles together to retain shape, but can separated for independent use and for washing', 'Bottom of quilt cinches around pad for a tucked-in fit; or it can be left open and used as a blanket']"
Coleman Kompact 30 Rectangle Sleeping Bag,Coleman,$84.95,"With plenty of room to get comfortable and the option to unzip it into a blanket, the Coleman Kompact 30°F Rectangle sleeping bag keeps you warm through the night and compresses to a manageable size.",4.8,https://www.rei.com/media/e7b58838-f4a9-4bf5-9224-49a9c8760654?size=784x588,"['Compressible Coletherm™ Max premium and lightweight fill provides heat retention with less weight in temperatures as low as 30°F', '30°F tested lower limit and 40°F tested comfort limit are certified to the ASTM standard', 'Comfort Cuff™ design provides soft protection and comfort around your face as you fall asleep', 'Thermolock™ draft tube prevents heat from escaping through the zipper', 'ZipPlow™ zipper allows snag-free opening and closing every time', ""Roll Control™ design keeps your sleeping bag straight while you're rolling it"", 'Quick Cord™ tying system ensures the bag stays securely rolled', 'Unrolled size (75 x 33 in.) fits sleepers up to 5 ft. 11 in.; compact size (9 x 9.4 x 15.7 in.) packs up smaller than traditional Coleman sleeping bags', 'Stuff sack with cinchable side straps tightens the sleeping bag into a compact size, making it easier to carry and store', 'Machine washable for easy cleaning', 'Coleman offers a 5-year limited warranty on this product']"
Kelty Mistral 40 Sleeping Bag,Kelty,$59.95,"Put evening chills in their place: elsewhere. Built to give you everything you need and nothing you don't, the Kelty Mistral 40 sleeping bag delivers the essentials to keep you cozy and warm outdoors.",4.0,https://www.rei.com/media/d1f4c911-98c8-4dc4-95cb-4ec00fcb05e9?size=784x588,"[""Cozy Cloudloft™ synthetic insulation offers both warmth and padding for a comfortable night's sleep"", 'Polyester taffeta shell and liner offer durability and comfort', 'Offset quilt construction prevents pesky cold spots', 'Natural-fit spacious footbox gives you more room to wiggle your toes', 'Comfort hood keeps the cold out and the heat in', 'Anti-snag zipper design keeps the zipper from catching', 'Draft tube backing the zipper keeps body heat in and cold air out', ""When you're on the go, stuff the sleeping bag into the included stuff sack""]"
NEMO Disco 15 Sleeping Bag - Men's,NEMO,$299.95,"Unlike most mummy bags, the men's 3-season NEMO Disco 15 sleeping bag is designed to let you sleep on your side in plush comfort anywhere you set up camp. Side sleepers, rejoice!",4.6,https://www.rei.com/media/c56aec78-bb38-4fba-b11c-54fbb2300294?size=784x588,"['Classic Spoon™ shape packs remarkably small and provides a generous cut at the elbows and knees so side sleepers can shift positions comfortably throughout the night', 'Premium 650-fill-power down insulation is hydrophobic and PFC-free; RDS certification ensures traceability throughout the supply chain', '30-denier ripstop nylon shell fabric is treated with a durable water-repellent (DWR) finish to shrug off moisture; 30-denier nylon taffeta lining also has a DWR finish', 'Thermo Gills™ let you vent body heat to help regulate temperature without letting cold drafts in', 'Blanket Fold™ external draft collar and a full-length draft tube provide tucked-in comfort  and temperature regulation', 'Waterproof/breathable footbox withstands tent condensation to help your feet stay warm and dry', 'Left-side zippers allow the bag to be zipped together with a right-zipper bag (not included) to create a double bed', 'Full-length, 2-way #5 YKK zipper with zipper plow makes getting in and out of the bag a breeze', 'Integrated pillow pocket allows a jacket, extra clothes or Fillo™ (not included) to be stuffed into the sleeve opening for secure, elevated support through the night', 'Covered by a NEMO lifetime warranty']"
Kelty Cosmic Synthetic 0 Sleeping Bag,Kelty,$124.95,"When you curl up in the Kelty Cosmic Synthetic 0 sleeping bag, you'll think less about your weary feet and more about tomorrow's adventure. It's cozy, soft and light on weight (and your wallet).",4.7,https://www.rei.com/media/e37cdb1c-821c-4a2b-8506-f1d8c77de7c3?size=784x588,"['Buttery-soft and durable nylon shell has a PFC-free durable water repellent (DWR) finish that helps repel moisture to keep you warm and dry inside', 'Light, compressible CirroLoft synthetic insulation keeps the overall weight of the bag low without skimping on warmth', 'Natural-fit spacious footbox gives you more room to wiggle your toes', 'Handy stash pocket gives you a spot to keep your headlamp, cellphone or other small essentials close by', 'Included compression stuff sack helps you compact the bag so it takes up less space in your pack']"
NEMO Forte 20 Sleeping Bag - Men's,NEMO,$199.95,"Classic mummy-bag design doesn't account for the fact that 70% of people sleep on their side. The NEMO Forte 20 sleeping bag adds room at the elbows and knees for 3-season, side-sleeping comfort.",4.3,https://www.rei.com/media/b4f21ff6-e542-4637-93d7-b511247f560c?size=784x588,"['Featuring 80% postconsumer recycled content, PrimaLoft® RISE insulation delivers maximum warmth with less weight and water retention than conventional synthetic insulation', 'PrimaLoft RISE insulation increases heat retention and compressibility that matches or beats 650-fill-power down—ideal for 3-season camping', 'Unique Spoon™ shaped bags offer more room at the elbows and knees, allowing side sleepers to shift positions comfortably throughout the night', 'Thermo Gills™ extend the temperature range on milder nights: Unzip them and let heat out without letting cold drafts in', 'Blanket Fold™ external draft collar and a full-length draft tube provide tucked-in comfort and temperature regulation', 'Waterproof/breathable footbox withstands tent condensation, keeping feet warm and dry', 'A fabric set of 30-denier ripstop polyester and 20-denier nylon taffeta offers an ultra-plush sleep experience', 'Durable water repellent (DWR) finish on both shell and lining fabric resists moisture', 'Full-length double-slider #5 YKK zipper with zipper plow makes getting in and out of the bag a breeze', 'Integrated pillow pocket allows a jacket, extra clothes, or Fillo™ (not included) to be stuffed into the sleeve opening for secure, elevated support through the night', ""Opposite-sided zippers on men's and women's sleeping bags increase versatility by allowing them to be zipped together into a double sleeping bag"", 'NEMO offers a lifetime warranty on this bag']"
The North Face Eco Trail Bed 20 Sleeping Bag,The North Face,$129.00,"Made from 100% recycled fabrics, The North Face Eco Trail Bed 20 sleeping bag is an affordable, maximum-comfort essential for all your big adventures.",4.1,https://www.rei.com/media/a4fadc0f-c627-49ab-a8e9-9df1b3a1c0b8?size=784x588,"['Brushed polyester head liner provides a softer feel', 'Wraparound footbox zipper lets the bag lie flat', '14 in. side zipper at the collar allows you to sit up comfortably', 'Top cinch provides warmth and coziness', 'Internal phone/watch pocket', 'Heritage woven label']"
NEMO Disco 15 Sleeping Bag - Women's,NEMO,$299.95,"Side sleepers, rejoice! Unlike most mummy bags, the women's 3-season NEMO Disco 15 sleeping bag is designed to let you sleep on your side in plush comfort anywhere you set up camp.",4.6,https://www.rei.com/media/b6f38803-4b3f-46a7-bf65-d195e2fc71bc?size=784x588,"['Classic Spoon™ shape packs remarkably small and provides a generous cut at the elbows and knees so side sleepers can shift positions comfortably throughout the night', 'Premium 650-fill-power down insulation is hydrophobic and PFC-free; RDS certification ensures traceability throughout the supply chain', '30-denier ripstop nylon shell fabric is treated with a durable water-repellent (DWR) finish to shrug off moisture; 30-denier nylon taffeta lining also has a DWR finish', 'Thermo Gills™ let you vent body heat to help regulate temperature without letting cold drafts in', 'Blanket Fold™ external draft collar and a full-length draft tube provide tucked-in comfort  and temperature regulation', 'Waterproof/breathable footbox withstands tent condensation to help your feet stay warm and dry', 'Right-side zippers allow the bag to be zipped together with a left-zipper bag (not included) to create a double bed', 'Full-length, 2-way #5 YKK zipper with zipper plow makes getting in and out of the bag a breeze', 'Integrated pillow pocket allows a jacket, extra clothes, or Fillo™  (not included) to be stuffed into the sleeve opening for secure, elevated support through the night', 'Covered by a NEMO lifetime warranty']"
Big Agnes Torchlight Camp 20 Sleeping Bag - Men's,Big Agnes,$134.93,"Get more room to sleep comfortably without compromising your warmth in the men's Big Agnes Torchlight Camp sleeping bag, featuring 2 expandable panels that add 5 in. of extra sleep space on each side.",4.6,https://www.rei.com/media/5ec5493d-cca1-4a0c-8f52-60244cb19d36?size=784x588,"['2 zippered expandable panels run from the shoulder to footbox to add 5 in. of room to each side for a total of 10 in. when fully expanded', 'Fireline™ Pro synthetic insulation traps and distributes heat with high-loft efficiency and compressibility', 'Ripstop shell fabric and smooth, polyester taffeta lining are treated with a PFC-free water repellent finish to help keep you dry and warm', 'Comfortable, face-contouring hood opening provides a snug fit', 'Low-profile cordlock hood and insulated draft tube allows easy one-handed operation to seal out cold drafts', 'No-draft collar, 55 in. YKK #5 antisnag locking zipper and zipper garage ensures no drafty cold spots', 'Interior fabric loops secure sleeping bag liners for added warmth (liners not included)', 'Exterior loops allow you to easily hang dry or store bag when not in use', 'Bag can be zipped to select Big Agnes sleeping bags with the opposing-side zipper (additional bags not included)', 'Compatible with virtually every type and size of sleeping pad (not included)', 'Includes storage sack and stuff sack for compact packing']"
NEMO Forte 20 Sleeping Bag - Women's,NEMO,$199.95,"Seventy percent of people sleep on their side, yet mummy bags are not made to accommodate this. The NEMO Forte 20 sleeping bag adds room at the elbows and knees for 3-season, side-sleeping comfort.",4.3,https://www.rei.com/media/95ff9133-f31f-4503-98d3-be91adcf51dc?size=784x588,"['Featuring 80% postconsumer recycled content, PrimaLoft® RISE insulation delivers maximum warmth with less weight and water retention than conventional synthetic insulation', 'PrimaLoft RISE insulation increases heat retention and compressibility that matches or beats 650-fill-power down—ideal for 3-season camping', 'Unique Spoon™ shaped bags offer more room at the elbows and knees, allowing side sleepers to shift positions comfortably throughout the night', 'Thermo Gills™ extend the temperature range on milder nights: Unzip them and let heat out without letting cold drafts in', 'Blanket Fold™ external draft collar and a full-length draft tube provide tucked-in comfort and temperature regulation', 'Waterproof/breathable footbox withstands tent condensation, keeping feet warm and dry', 'A fabric set of 30-denier ripstop polyester and 20-denier nylon taffeta offers an ultra-plush sleep experience', 'Durable water repellent (DWR) finish on both shell and lining fabric resists moisture', 'Full-length double-slider #5 YKK zipper with zipper plow makes getting in and out of the bag a breeze', 'Integrated pillow pocket allows a jacket, extra clothes, or Fillo™ (not included) to be stuffed into the sleeve opening for secure, elevated support through the night', ""Opposite-sided zippers on men's and women's sleeping bags increase versatility by allowing them to be zipped together into a double sleeping bag"", 'NEMO offers a lifetime warranty on this bag']"
