title,brand,price,description,rating,image,feature
REI Co-op Flash Hiking Boots - Women's,REI Co-op,$74.83,"Fly over trails in the waterproof, breathable women's REI Co-op Flash hiking boots that are comfy right out of the box. REI-exclusive technologies create fast-and-light boots—with a lighter footprint.",4.0,https://www.rei.com/media/f61192d0-da80-4e2f-896f-3fadabc729e9?size=784x588,"['Strong and socklike FirmaKnit™ uppers are made from 99% recycled PET polyester and are designed for lightweight yet durable comfort right out of the box', ""HydroWall™ complete waterproof/breathable protection keeps your feet dry when the trail ahead isn't—and uses 75% recycled polyester to do so"", '20% recycled rubber TerraGrip™ tread provides anti-slip grip on all kinds of terrain with 4 mm forefoot climbing lugs for going up and 4 mm heel braking lugs for coming down', 'TerraLoft™ midsoles use 10% algae-based BLOOM™ foam to cradle your feet with a cushioning system that feels like your favorite trail-running shoes (soft, but not too soft)', ""TrailBed™ insoles use Insite® Contoura® technology created with podiatrists to ensure support and comfort; plus, it's made with 25% USDA-certified bio-based Susterra® compound"", ""2-layer 30% recycled TPU overlays are designed to create durable and supportive uppers—the structure you need for long hours on the trail that's still light and minimalist"", 'Molded nylon midfoot shanks provide lightweight support to protect your feet from the trail and help propel you forward', 'Recycled PET polyester webbing and lacing creates a midfoot cradle system that allows for a highly adjustable and locked-down fit', 'Extra space in the toe boxes allows for natural changes in your feet (like swelling) during hours of trail exploration', 'Informed by feedback from over 6,000 people and field tested by 100 co-op members over 2,000 hours and 700+ miles']"
Salomon X Ultra 3 Mid GTX Hiking Boots - Men's,Salomon,$122.93,"Wet conditions, tough descents and long hikes are no problem for the men's Salomon X Ultra 3 Mid GTX hiking boots. They provide the cushioning and flexibility needed for comfy, stable steps.",4.2,https://www.rei.com/media/95bcfe60-1761-479b-ae60-a583414f93a6?size=784x588,"['Gore-Tex® waterproof bootie liners let your feet breathe while protecting them from the elements', 'Sculpted to hold your feet in place and prevent slippage for more stable descents', 'Advanced chassis are surrounded by foam cushioning for comfort and connect directly to the soles to stabilize your heels', 'Soft textile linings wick moisture away from feet', 'Mid-cut profile adds ankle support and protection, providing all-day comfort on the trail', 'Tongue gussets block debris from getting inside', 'Injection-molded EVA midsoles provide excellent cushioning underfoot', 'Ortholite sockliners combine a specific Ortholite foam and contoured EVA heel cups for enhanced heel support', 'Mud guards and integrated rubber toe caps provide durable protection from roots and rocks', 'Unique outsole pattern with combination of 2 types of rubber helps you grip terrain more aggressively', ""Specifically placed lines on the outsoles increase the shoes' flexibility, helping decrease foot fatigue""]"
Merrell Moab 2 Mid Ventilator Hiking Boots - Women's,Merrell,$83.93,"Enjoy out-of-the-box comfort in the Merrell Moab 2 Mid Ventilator hikers. With durable leather, supportive footbeds and Vibram® traction, you'll understand why Moab stands for Mother-Of-All-Boots.",4.6,https://www.rei.com/media/3601c0d0-77e9-4108-a4f3-c5539e71f016?size=784x588,"['Performance suede leather and mesh uppers have protective rubber toe caps; breathable mesh linings', 'Bellowed, closed-cell foam tongues keep moisture and debris out', 'Merrell M Select Fit.Eco+ blended-EVA, contoured footbeds with zonal arch and heel support', 'Merrell air cushion in the heels absorbs shock and adds stability', 'EVA midsoles provide stability and comfort', 'Molded nylon arch shanks add stability', 'Vibram TC5+ outsoles have a 5mm lug depth for grip']"
Merrell MQM Flex 2 Mid GORE-TEX Hiking Boots - Women's,Merrell,$111.93,"Move quickly on the trails in the women's Merrell MQM Flex 2 Mid GORE-TEX hiking boots. Inspired by trail runners but made to hike, they're fast up front, protective in back and ready for wet weather.",4.2,https://www.rei.com/media/47d543c6-46b3-4752-8d8d-03681a267813?size=784x588,"['Waterproof, tear-resistant mesh uppers fend off wet weather; thermoplastic polyurethane toe caps protect your feet from rocks and roots', 'GORE-TEX® waterproof/breathable membranes help your feet stay comfortable and dry; bonded construction ensures they fit and feel like unprotected shoes', 'Tongue-integrated lacing system provides a more secure fit; bellows tongue keeps debris out', 'Kinetic Fit™ Base removable contoured insoles provide flexible support', 'FLEXconnect™ dual-directional flex-groove EVA foam midsoles enhance flexibility and stability', 'Rock plates offer underfoot protection', 'Mountain-grade Quantum Grip™ rubber outsoles with 5mm lugs provide rugged traction', 'Merrell Air Cushion in the heels absorbs shock and adds stability']"
Topo Athletic Trailventure Hiking Boots - Women's,Topo Athletic,$97.93,"Providing lightweight durability, protection and traction on rugged terrain, the women's Topo Athletic Trailventure hiking boots tune in to hit the peak of the trail quickly and comfortably.",4.1,https://www.rei.com/media/4eddaed5-fb54-45dd-ae5e-5c0c70b1d6d8?size=784x588,"['Abrasion-resistant ripstop mesh upper is light, durable and breathable', 'Over-the-ankle molded foam collar provides additional support and security on more challenging terrain', '3-piece EVA midsoles deliver a cushioned, dynamic experience with light underfoot guidance through the step', 'Rear rock plates and hard rubber capped toes offer front-and-back protection while hiking on loose, rocky ground', 'Vibram® XS Trek rubber outsoles feature durable, multisurface traction for all types of terrain', 'Drainage ports release water to dry quickly after crossing streams or encountering inclement weather']"
KEEN Targhee Mid Waterproof Hiking Boots - Kids',KEEN,$79.95,"Encourage their adventurous spirit with the kids' KEEN Targhee Mid Waterproof hiking boots. These rugged boots are waterproof and breathable, so not even Mother Nature can get in their way.",3.8,https://www.rei.com/media/1fba53d1-123f-49fd-b7ca-fc5af8c3ea71?size=784x588,"['KEEN.Dry waterproof, breathable membranes seal out the elements—perfect for rainy hikes, muddy trails and creek crossings', ""Bungee laces adjust with a single pull, quickly customizing the fit; little kids' sizes (8K-13K) also sport hook-and-loop closures at the ankles"", 'Lace-capture system keeps laces out of the way, reducing the likelihood of tripping or snagging laces on roots or rocks', 'Padded tongues and collars keep their feet comfortable for all-day adventures', ""Thermoplastic urethane (TPU) heel-capture system helps stabilize young hikers' feet on uneven terrain"", 'Nonmarking rubber outsoles provide terrific grip for tackling the trail']"
Salomon Outpulse Mid GORE-TEX Hiking Boots - Men's,Salomon,$160.00,"When you don't have time to tiptoe over creeks, the men's Salomon Outpulse Mid GORE-TEX hiking boots propel you forward, delivering premium energy return and a fluid stride in a waterproof package.",4.3,https://www.rei.com/media/b02a618d-1d79-4eca-bb72-e7250ed25515?size=784x588,"['Mid cut supports your ankles, and full rubber toe caps deliver protection on rocky trails', 'GORE-TEX® waterproof/breathable membranes shelter your feet from the elements', 'Fuze Surge midsoles keep rebound levels high with a responsive EVA-based foam that delivers pillowy cushioning and a springy step', 'Lightweight Energy Blade Outdoor TPU plates are engineered into the front of the boots to filter the ground to help smooth your pacing', 'Reverse camber shape is curved to keep you rolling with a natural and fluid stride', 'Contagrip® rubber outsoles grip the ground through unpredictable conditions']"
Merrell Moab 2 Ventilator Hiking Shoes - Women's,Merrell,$76.93,"Merrell Moab 2 Ventilator women's hikers offer out-of-the-box comfort, durable leather, supportive footbeds and Vibram® traction. Put them on and you'll know why Moab stands for Mother-Of-All-Boots.",4.6,https://www.rei.com/media/52e76f34-0532-436a-9634-c5790332a9e4?size=784x588,"['Performance suede leather and mesh uppers have protective rubber toe caps; breathable mesh linings', 'Bellowed, closed-cell foam tongues keep moisture and debris out', 'Merrell M Select Fit.Eco+ blended-EVA, contoured footbeds with zonal arch and heel support', 'Merrell Air Cushion in the heels absorbs shock and adds stability', 'EVA midsoles provide stability and comfort', 'Molded nylon arch shanks add stability', 'Vibram TC5+ outsoles have a 5mm lug depth for grip']"
Merrell Ontario 2 Mid Waterproof Hiking Boots - Women's,Merrell,$155.00,"Get durable, dependable performance on the trail with the women's Merrell Ontario 2 Mid waterproof hiking boots, featuring sticky traction soles and allover leather uppers for a classic, clean design.",4.6,https://www.rei.com/media/d80c1b1e-862e-43d7-a0b9-017e2cb05b02?size=784x588,"['Waterproof full-grain leather uppers add durability', 'Waterproof/breathable membranes seal out water and let moisture escape', 'Mesh linings add breathability', 'Bellows tongues keep out debris', 'Traditional lace closures feature metal hooks and D-rings', 'Kinetic Fit™ BASE contoured, removable insoles provide flexible support', 'Lightweight EVA foam midsoles offer stability and comfort', 'Merrell Air Cushion in the heels absorb shock and add stability', 'Vibram® Megagrip rubber outsoles provide traction and durability on wet or dry surfaces']"
Merrell Ontario 85 Mid Waterproof Hiking Boots - Women's,Merrell,$107.93,"Add confidence to any adventure. Inspired by Merrell hiking boots from 1985, these Ontario 85 Mid Waterproof hiking boots feature performance CORDURA® uppers and sticky Vibram® Megagrip rubber soles.",4.4,https://www.rei.com/media/3ca2d537-c0ea-415b-b4e6-6f92f521a88c?size=784x588,"['CORDURA® fabric and pigskin uppers resist tears and abrasion; metal hooks and D-rings secure the laces', 'M Select DRY impermeable membranes seal out water, while letting moisture escape', 'Bellows tongues keep out debris', 'Breathable mesh linings', 'Removable Kinetic Fit™ BASE contoured insoles offer flexible support', 'Merrell Air Cushion in the heels absorbs shock and adds stability', 'EVA foam midsoles provide stability and comfort', 'Vibram® Megagrip rubber outsoles with a 3 mm lug depth deliver excellent traction']"
Merrell Moab 2 Waterproof Hiking Shoes - Men's,Merrell,$93.93,"For Merrell, Moab stands for Mother-Of-All-Boots. Experience out-of-the-box comfort in Merrell Moab 2 waterproof men's hikers with their durable leather, supportive footbeds and Vibram® traction.",4.4,https://www.rei.com/media/f48902f7-21b2-43ff-9689-44989062fa6d?size=784x588,"['Performance suede leather and mesh uppers have protective rubber toe caps', 'Waterproof breathable membranes protect your feet from the weather; breathable mesh linings', 'Bellowed, closed-cell foam tongues keep moisture and debris out', 'Merrell M Select Fit.Eco+ blended-EVA, contoured footbeds with zonal arch and heel support', 'Merrell Air Cushion in the heels absorbs shock and adds stability', 'EVA midsoles provide stability and comfort', 'Molded nylon arch shanks add stability', 'Vibram TC5+ outsoles have a 5mm lug depth for grip']"
Merrell Zion Mid Waterproof Hiking Boots - Men's,Merrell,$104.93,"Blending a sneaker fit with a trail-running platform, the men's Merrell Zion Mid waterproof hiking boots have durable uppers and Vibram® Megagrip outsoles for aggressive grip on every terrain.",3.7,https://www.rei.com/media/cf17030b-64d4-489d-a9ed-b5d7ef9987e6?size=784x588,"['Waterproof full-grain leather and ballistic mesh uppers with M-Select Dry technology to seal out the elements', 'Breathable mesh linings', 'Metal eyelets and integrated webbing loops provide secure lacing', 'Bellows tongue helps keep debris out', 'Rubber toe caps offer protection against bumps', 'Merrell Kinetic Fit™ Base removable contoured footbeds provide flexible support', 'Compression-molded EVA midsoles offer stability and comfort; dual-density EVA inserts in the rearfoot and forefoot provide extra cushioning', 'Vibram® Megagrip outsoles have 5mm deep lugs for excellent traction', 'Lightweight FlexPlate™ technology provides torsional rigidity for tackling uneven terrain']"
HOKA Anacapa Mid GTX Hiking Boots - Men's,HOKA,$185.00,"Consider these shoes your gateway to the great outdoors. Light, grippy, waterproof and versatile, the men's HOKA Anacapa Mid GTX hiking boots are an easy pick for any trail.",4.1,https://www.rei.com/media/c634305a-5af3-404a-8e75-fa0fff6547a5?size=784x588,"['Lightweight nubuck leather/GORE-TEX® uppers seal out wet weather', 'PFC-free durable water repellent (DWR) treatment helps moisture bead up on the surface of footwear', 'Quick-lace hook hardware secures your fit fast', 'Gusseted tongues help mitigate trail debris', 'Achilles-cradling pull tabs offer easy on/off', 'Molded PU sockliners derived from 50% soybean oil offer comfort', 'Compression-molded EVA midsoles provide a balanced, cushioned ride', 'Extended heel geometry allows for smoother heel-to-toe transitions', 'Vibram® Megagrip rubber outsoles offer superior traction on uneven terrain', 'Polyester in the collar, mesh and laces is recycled', 'Leather certified by the Leather Working Group']"
Merrell Altalight Knit Mid Hiking Boots - Men's,Merrell,$132.93,Trek far in these light yet rugged boots. The men's Merrell Altalight knit mid hiking boots boast abrasion-resistant uppers and sticky soles to keep you steady on slippery trails and long-haul hikes.,4.0,https://www.rei.com/media/9b83ce89-aa9d-4863-a68c-b09bf0a15fe4?size=784x588,"['Rugged knit uppers resist abrasion; metal hooks and eyelets allow for secure lacing', 'Stratafuse™ exoskeletons provide a glovelike fit and extremely lightweight support', 'Bellows tongue keeps debris out of your boots', 'Kinetic Fit™ Base removable contoured insoles provide flexible support', 'EVA foam midsoles lend stability and comfort; lightweight FlexPlate™ technology provides torsional rigidity in shoes', 'Vibram® Megagrip outsoles with 5mm lugs provide traction on wet and dry surfaces', 'Merrell Air Cushion in the heels absorbs shock and adds stability', 'Merrell Flex Index Grade: 4 (on a scale of 1–8, with 1 having the greatest flex and 8 having no flex)']"
Salomon Outpulse Mid GORE-TEX Hiking Boots - Women's,Salomon,$160.00,"When you don't have time to tiptoe over creeks, the women's Salomon Outpulse Mid GORE-TEX hiking boots propel you forward, delivering premium energy return and a fluid stride in a waterproof package.",4.5,https://www.rei.com/media/d8d3effa-8dfa-4f05-9db8-5d42f86c9ccc?size=784x588,"['Mid cut supports your ankles, and full rubber toe caps deliver protection on rocky trails', 'GORE-TEX® waterproof/breathable membranes shelter your feet from the elements', 'Fuze Surge midsoles keep rebound levels high with a responsive EVA-based foam that delivers pillowy cushioning and a springy step', 'Lightweight Energy Blade Outdoor TPU plates are engineered into the front of the boots to filter the ground to help smooth your pacing', 'Reverse camber shape is curved to keep you rolling with a natural and fluid stride', 'Contagrip® rubber outsoles grip the ground through unpredictable conditions']"
adidas Terrex Swift R3 GORE-TEX Hiking Shoes - Men's,adidas,$150.00,Move fast—and keep dry. The waterproof adidas Terrex Swift R3 GORE-TEX men's hiking shoes combine the lightweight design and cushioning of trail-running shoes with the stability of hiking boots.,4.4,https://www.rei.com/media/f51ac04d-afda-4ca8-b52b-4691bbbf6a0e?size=784x588,"['Mesh and synthetic uppers provide lightweight comfort', 'GORE-TEX® Performance Comfort waterproof/breathable linings seal out puddles and rain', 'Lightstrike EVA midsoles offer cushioning and flexibility for long-lasting comfort', 'External heel support clips keep your feet locked in and stable while striking', 'Anatomic molded heel cups improve support, fit and comfort', 'Continental™ rubber outsoles provide extraordinary traction in wet and dry conditions']"
HOKA Anacapa Low GTX Hiking Shoes - Men's,HOKA,$170.00,"Elevate your adventures in the men's HOKA Anacapa Low GTX hiking shoes. They're waterproof, low-profile, grippy and light—great for any trail that calls your name.",4.1,https://www.rei.com/media/f345d781-9157-4744-bda6-1b605f80c21e?size=784x588,"['A low-profile take on the Anacapa Mid, these shoes help you move light and fast', 'Lightweight nubuck leather/GORE-TEX® uppers seal out wet weather', 'PFC-free durable water repellent (DWR) treatment helps moisture bead up on the surface of footwear', 'Gusseted tongues help mitigate trail debris', 'Achilles-cradling pull tabs offer easy on/off', 'Molded PU sockliners derived from 50% soybean oil offer comfort', 'Compression-molded EVA midsoles provide a balanced, cushioned ride', 'Extended heel geometry allows for smoother heel-to-toe transitions', 'Vibram® Megagrip rubber outsoles offer superior traction on uneven terrain', 'Polyester in the collar, mesh and laces is recycled', 'Leather certified by the Leather Working Group']"
HOKA Anacapa Low GTX Hiking Shoes - Women's,HOKA,$170.00,"A light, low-profile take on the Anacapa Mid, the women's HOKA Anacapa Low GTX hiking shoes are here to elevate your hikes. They're waterproof, low-profile, grippy and ready to hit the trails.",4.2,https://www.rei.com/media/993a8811-41a0-461f-b16c-112c5e384687?size=784x588,"['Lightweight nubuck leather/GORE-TEX® uppers seal out wet weather', 'PFC-free durable water repellent (DWR) treatment helps moisture bead up on the surface of footwear', 'Gusseted tongues help mitigate trail debris', 'Achilles-cradling pull tabs offer easy on/off', 'Molded polyurethane sockliners—derived from 50% soybean oil—offer comfort', 'Compression-molded EVA midsoles provide a balanced, cushioned ride', 'Extended heel geometry allows for smoother heel-to-toe transitions', 'Vibram® Megagrip rubber outsoles offer superior traction on uneven terrain', 'Polyester in the collar, mesh and laces is recycled', 'Leather certified by the Leather Working Group']"
Salomon X Ultra 4 GORE-TEX Hiking Shoes - Men's,Salomon,$150.00,Get ready to power through uphills and descents in any weather with the men's Salomon X Ultra 4 GORE-TEX hiking shoes. They give you the stability and grip you need to enjoy the trails.,3.2,https://www.rei.com/media/b3c00040-6526-420d-abfe-25d6d875f4fd?size=784x588,"['Backed up by waterproof/breathable GORE-TEX® protection', 'Drawing on Salomon trail-running expertise, these hiking shoes are light and agile to keep you nimble on uneven terrain', 'SensiFit™ cradles the feet from the midsole to the lacing system, providing a secure, snug and virtually customized fit all around your feet', 'Active Support ""mobile wings"" help hold your feet in place and accompany their movement, adapting to their shape and volume', 'ADV-C chassis target articulations on the outer foot to optimize stability while keeping the fronts of the shoes flexible', ""Contagrip® MA outsoles grab the terrain, even when it's wet or slippery, giving you more control, especially on descents"", 'Durable outsoles can handle a wide variety of surfaces, balancing the geometry and rubber compound to deliver confidence on wet, dry, hard or loose surfaces']"
La Sportiva TX4 Approach Shoes - Men's,La Sportiva,$149.00,"Made for long approaches on rugged terrain, the men's La Sportiva TX4 approach shoes sport leather uppers for lasting toughness and Vibram® Megagrip outsoles for traction.",4.4,https://www.rei.com/media/1145d338-2d96-4c95-9cf4-b83d86b77641?size=784x588,"['Vibram Megagrip Traverse outsoles with enhanced stability areas and Trail Bite™ heel braking platforms provide surefootedness', 'Durable leather uppers provide comfort and abrasion resistance in rugged terrain', 'STB Control System™ delivers torsional rigidity and support without encumbering underfoot cushioning', 'Wide forefoot fit for all-day comfort and stability', 'OrthoLite® insoles offer comfort and odor control', 'Low-profile lacing harness', 'Air-injected rubber rands']"
HOKA Sky Kaha GORE-TEX Hiking Boots - Men's,HOKA,$220.00,"Built to make the ups easier and the downs quicker, the men's HOKA Sky Kaha GORE-TEX hiking boots are lightweight, cushioned and waterproof, making them an easy pick for any trail you choose.",4.3,https://www.rei.com/media/9c02a8f8-6061-4cb5-a824-be10b21cf6df?size=784x588,"['GORE-TEX® waterproof booties help keep your feet comfortable and dry regardless of the conditions', 'Full-grain, waterproof leather uppers offer durability while fending off the elements', 'EVA top layer offers plush comfort; bottom layer of rubberized foam offers durable cushioning and a supportive base', 'Vibram® Megagrip high-traction outsoles with 5mm multidirectional lugs provide traction on wet or uneven terrain', 'An adjustable lacing system provides a locked-in fit']"
Altra Lone Peak ALL-WTHR Mid Hiking Boots - Women's,Altra,$180.00,"Pack up and head out in the women's Altra Lone Peak ALL-WTHR Mid waterproof hiking boots. Whether you're taking on a day hike, an overnighter, a weeklong trek or a thru-hike, these are ready to romp.",4.3,https://www.rei.com/media/1c0a40fc-a508-4184-91c1-f9fc3e8aede3?size=784x588,"['eVent® weatherproof bootie construction keeps your feet dry while also providing breathability', 'Altra EGO™ midsoles offer a responsive yet soft ride for every step of your journey', 'Supportive TPU heels add protection and durability', 'FootShape™ toe boxes allow the toes to relax and spread out naturally and the big toe to remain in a straight position', 'Balanced Cushioning™ platform places the heel and forefoot the same distance from the ground, which encourages low-impact landings', 'Rugged, grippy DuraTread™ outsoles excel on rocky terrain', 'Stack height: 25 mm']"
