title,brand,price,description,rating,image,feature
The Cocktail Box Co. Cocktail Box,The Cocktail Box Co.,$22.00,"Ideal for travel or enjoyment around the campfire, these portable handcrafted cocktail kits from The Cocktail Box Co. contain the premium ingredients you need to mix 3 servings of a classic drink.",3.5,https://www.rei.com/media/bdbf9891-e05e-4661-a114-90b1e19e7baf?size=784x588,"[""In addition to drink-specific ingredients, each kit includes a bartender's spoon and muddler, 3 cocktail picks, and hand-knit cocktail napkin, all in a compact, portable box"", 'Sized to fit in your back pocket, pack or duffel, these kits are easy to take on your next adventure', 'Developed and tested by experienced bartenders and mixologists', 'Alcohol not included; these kits are intended for those of legal drinking age', 'Nutrition facts and ingredients displayed here may differ from what is printed on the packaging; information on packaging reflects actual contents']"
OXO Outdoor Heavy-Duty Brush with Cover,OXO,$11.95,"Tough enough to tackle cast iron and carbon steel but gentle enough to preserve a pan's seasoning, the OXO Outdoor Heavy-Duty brush with cover is a handy tool for cleaning flat and ridged cookware.",4.6,https://www.rei.com/media/1a2ba7f4-19df-44bc-9a6d-7fac1c079a8c?size=784x588,"['Smart bristle pattern effectively cleans flat and ridged cookware', 'Scrubs without soap or detergent to preserve seasoning and protect surfaces', 'Angled bristle design provides leverage and gets into grooves', 'Tough scraper tip clears grease and tackles stubborn messes like burnt-on bits', 'Innovative cleaning scoop comes in handy when you need to transport hot water for dishwashing', 'Compact, nonslip handle for comfortable cleaning', 'For use on all cookware except hot grills']"
Lodge Cast Iron Cook-It-All,Lodge,$124.95,"A versatile piece for grilling, griddling, sauteing and baking, the Lodge Cast Iron Cook-It-All features 5 cooking configurations that open up a world of possibilities for your campsite cuisine.",4.7,https://www.rei.com/media/85605884-7603-4f70-a68c-8d9cb909b127?size=784x588,"['Cooking set features 5 cooking configurations and only 2 pieces of cast iron; foundry-seasoned cast iron offers durability use after use', 'Cooking surfaces include 14 in. grill/griddle, 6.8 qt. lid/wok and 2 stainless-steel handles that easily move from cookware from campfire to table', 'Also includes a tips and tricks guidebook for inspiration and ease of use']"
Coghlan's 6-Egg Holder,Coghlan's,$4.50,Carry along some eggs with the Coghlan's 6-Egg holder and whip up a breakfast feast the next time you're car camping or backpacking.,3.9,https://www.rei.com/media/d517bf0e-8e97-4cc4-a4b1-7b1dc8ae05d4?size=784x588,"['Clean, compact and unbreakable storage for up to 6 medium-size eggs', 'Molded handles make for easy carrying']"
GSI Outdoors Pinnacle Camper Cookset,GSI Outdoors,$159.95,"The GSI Pinnacle Camper cookset sets you up with the gear you need to accommodate 4 hungry hikers. It's loaded with plates, bowls, mugs, pots and a frypan.",4.5,https://www.rei.com/media/7794ef73-2bf1-4cf3-9f3e-44dd55393cc2?size=784x588,"['Set includes 4 polypropylene plates, 4 bowls, 4 insulated mugs with Sip-It lids, 2L pot with lid, 3L pot with lid, frypan, pot gripper and a welded sink/stuff sack', 'All items nest neatly within the 3-liter pot and stow in the welded sink/stuff sack for easy packing', 'Pinnacle-series hard-anodized aluminum pots and frypan distribute heat evenly for efficient cooking; Teflon® Radiance technology offers supreme scratch resistance', 'Teflon Radiance features a specially formulated topcoat to enhance heat dispersion for quick heating; nonstick coating is tough enough to handle use with most metal utensils', 'Lightweight, BPA-free plastic pot lids feature integrated strainers ideal for use with pasta and steamed vegetables; flip-up tabs on top make for easy lid removal', 'BPA-free Infinity plastic mugs nest securely inside Infinity bowls, which in turn nest within the 2-liter pot; 4 plates nest within the 3-liter pot', 'Color-coded mugs, bowls and plates help you keep track of which set is yours', ""Infinity polypropylene has a high melting temperature, offers good impact resistance, won't retain odors and is dishwasher safe"", 'EVA foam sleeves keep your beverages hot while the dual-port Sip-It tops help prevent spills; compact mug shape is comfortable for both left- and right-hand use', 'Included folding pot gripper locks to and removes easily from exterior brackets on the pots and frypan; gripper design prevents scratching of the nonstick surfaces', 'GSI Pinnacle Camper cookset includes a welded sink basin that doubles as a carry bag']"
REI Co-op Pack-Away 6 Soft Cooler,REI Co-op,$24.95,"The REI Co-op Pack-Away 6 soft cooler folds flat—easy to keep in your car, ready to haul a few cold ones to the beach or quench that monster thirst awaiting you at the trailhead after a hot hike.",4.3,https://www.rei.com/media/635fba14-1116-4ae3-b7e0-bb6c152ee178?size=784x588,"['Packed with 4 lbs. of ice, the Pack-Away will keep 6 cans below 40°F for up to 24 hrs.', 'Simple side clips quickly change bag from cube to tote to flat for all your carry and storage needs', 'Straight-zip design provides a wide-mouth opening for easy loading and unloading', 'Fully seam-sealed, leakproof liner is easy to clean', 'Durable polyester shell; PEVA insulating liner; abrasion-resistant nylon bottom', 'Daisy chains and an external pocket let you carry extra gear']"
Stanley Even-Heat Camp Pro Cookset,Stanley,$150.00,"With everything you need to cook a satisfying meal outdoors, the 11-piece stainless-steel Stanley Even-Heat Camp Pro cookset nests together to save you space.",4.9,https://www.rei.com/media/d3c1905a-67f2-42b3-9090-0ba7482121f2?size=784x588,"['Includes: 4.75 qt. 18/8 stainless-steel stock pot, 1.8 qt. 18/8 stainless-steel sauce pan, vented lids, 8.5 in. frying pan, collapsible cutting board', 'Includes (continued): spatula with 2-piece handle, spoon with 2-piece handle, trivets and locking bungee', 'Locking pot handles', 'Dishwasher-safe', 'Covered by the Stanley Built for Life™ limited lifetime warranty; contact Stanley for details']"
Eureka Ignite 2-Burner Camp Stove,Eureka,$114.95,The portable Eureka Ignite 2-burner camp stove helps you create perfectly cooked meals in the outdoors. Its 2-turn simmer control gives precise flame adjustment and enhances the cooking performance.,4.5,https://www.rei.com/media/fa3b04fe-68a3-4c5a-a53f-d73da5b50f2c?size=784x588,"['10,000 BTU burners go from a light simmer to full output', 'Push button ignition allows a fast and easy start', 'Stainless-steel drip tray offers rust-free performance and easy clean up', 'Nonslip rubber feet ensure that your stove stays put', 'Rugged, thick-gauge steel construction delivers many years of use', 'Dependable latches keep the lid secure during transport', 'JetLink compatibility allows you to connect multiple Eureka stoves for camp kitchen flexibility', 'Compact size is perfect for small groups', 'Fuel not included']"
Ignik Gas Growler Deluxe,Ignik,$112.39,"Millions of single-use propane bottles end up in landfills each year. The Ignik Gas Growler Deluxe is a refillable, low-waste solution for heating and cooking in the outdoors.",4.3,https://www.rei.com/media/44a7c652-6a1f-4aa0-a4e8-764d971d5aab?size=784x588,"['Easily connects to stoves, grills and heaters that use propane for heating or cooking (propane not included in the purchase of this tank)', 'One Gas Growler fill will last 5 times as long as a single-use bottle', 'Each Gas Growler refill costs about the same as one single-use bottle', 'The multifunctional case provides stability, protection and insulates the tank, making it more fuel efficient in harsh conditions and cold temperatures', 'Features modular lightweight load-carrying equipment (MOLLE) webbing and multiuse handle to carry and secure when on the go', 'Includes a 4 ft. hose with fittings to connect to most types of propane-burning devices', 'The Gas Growler complies with DOT specifications 4BA, 4BW and 4E and can be transported in your car, SUV, RV or boat', ""Covered by manufacturer's Performance Promise warranty"", 'Ignik is member of 1% for The Planet, meaning it donates 1% of all sales help to fight climate change in the Arctic', 'Note: Propane not included; cylinder will need to be filled prior to first use']"
Kelty Litter G'tter Trash Can,Kelty,$13.93,Make picking up the campsite easier with the Kelty Litter G'tter. This reusable trash and recycling solution keeps litter contained and is easy to clean.,5.0,https://www.rei.com/media/0ce293a1-0f17-465b-b47c-c2479f043b1c?size=784x588,"['Reusable design for a campsite or life on the go can help you reduce consumption of single-use plastic bags', 'Durable 600-denier fabric with 1000 mm polyurethane backing is easy to clean—just rinse out with water and air dry', 'Fast and easy roll-top closure keeps trash where it should be', 'Spill-resistant construction and taped seams make for easy transport', 'C0 durable water repellent (DWR) helps moisture bead up on the surface', 'Includes loop for hanging around camp when open', 'Capacity: 30 liters (1,830.7 cu. in.)', 'Weight: 7.05 oz. (200 g)']"
Eureka SPRK Camp Stove,Eureka,$44.95,"Small, portable and powerful, the Eureka SPRK camp stove features a powerful 10,000 BTU burner as well as precise simmer control for fine-tuned cooking—all in a compact package.",4.4,https://www.rei.com/media/aedd0cdf-2d59-4fce-bf40-56cfc32fe5a0?size=784x588,"['Cook fast with a powerful 10,000 BTU burner', 'Simmer control makes it easy to cook up the perfect pancakes, chili, pan-seared steaks and more', 'Reliable auto-ignition for fast, easy starts', 'Integrated fuel compartment for a 8 oz. butane canister (not included)', 'Porcelain-coated pan support for easy cleanup', 'Fuel not included']"
MSR PocketRocket 2 Stove,MSR,$49.95,"The next-generation MSR PocketRocket 2 backpacking stove takes everything good about the celebrated original and makes it even better. It's lighter weight and smaller, and fits a wider range of pots.",4.6,https://www.rei.com/media/7746a739-615e-44e9-a99c-3eaebd8b3116?size=784x588,"['Provides excellent ease of use and fast-boiling performance', 'Ideal for first-time stove buyers, long-distance hikers seeking a backup stove and fast-and-light fanatics requiring a high-quality piece of tiny equipment', 'Simple-to-operate design needs no priming, preheating or pressurizing; simply turn it on, light and start cooking', ""Fully adjustable flame lets you cook gourmet meals from a rolling boil to a slow simmer; control valve turns easily, even when you're wearing gloves"", 'Serrated pot-supports prevent the pot from shifting; folds up compact for travel', 'Compatible with most self-sealing canister fuel, making it a great choice for global travel', 'Includes ultralight hard-shell carry case to protect cookware and contents of your pack', 'Fuel not included']"
MSR Alpine Chef's Knife,MSR,$17.95,The MSR Alpine™ Chef's knife features a 6.5-in. modified Santoku design that excels at big chopping and slicing tasks so you can prepare a feast for your group of hungry campers.,4.6,https://www.rei.com/media/b9293de9-9e8e-48f5-96b9-322846b66e9b?size=784x588,"['Blade is forged from 440-series stainless steel that holds a sharp edge', ""MSR Alpine Chef's knife comes with a lightweight protective sheath for easy and safe packing""]"
Jetboil Flash Cooking System,Jetboil,$114.95,"Enjoy cocoa, coffee or a gourmet freeze-dried meal in a jiffy with the new Jetboil Flash cooking system, which boils water in 100 seconds, allowing you to conserve fuel and dig in faster.",4.5,https://www.rei.com/media/48d4e961-c17a-43cc-acea-625903bdaa24?size=784x588,"['Updated Flash is an all-in-one cooking system that combines the burner and cooking vessel and delivers a rapid boil', 'Cooktime (100 seconds) is based on the amount of time it takes for the Jetboil Flash to boil 16 fl. oz. (2 cups) of water', '1L FluxRing cooking cup has an insulating cozy', 'Improved stove-vessel integration allows easy on/off', 'Vessel has an updated lid and design that feels great in your hands', 'Bottom cover serves as a measuring cup and bowl', 'Push-button igniter', 'Color-change heat indicator', 'Compatible with Jetboil accessories including coffee press, FluxRing cooking pot, FluxRing frying pan and more (all not included)', 'Stove burner and your own 100g fuel canister stow inside the cup', 'Fuel not included']"
humangear GoBites Uno Spork,humangear,$3.50,"A combination fork and spoon that's ready for your backcountry dinner table, the humangear GoBites Uno spork is designed to be durable and beautifully utilitarian.",4.8,https://www.rei.com/media/9f5efea3-34ef-48d6-8875-b2ddb4db62de?size=784x588,"[""Made of high-temp nylon that's incredibly strong and BPA-, PC- and phthalate-free"", 'Fork edges are designed to easily cut into soft food', 'Low-curvature spoon edges scrape the sides of containers', 'Ergonomic U-shape is comfortable to hold', 'Top-rack dishwasher safe']"
YETI Hopper M30 Soft Cooler,YETI,$350.00,"Built tough to keep your snacks and drinks secure through choppy water or rough terrain, this YETI Hopper M30 Soft Cooler is a go-to for packing trip provisions or stashing the weekend's catch.",4.6,https://www.rei.com/media/9136c06a-9457-41f8-86e8-d0c1a4c707fd?size=784x588,"['Signature wide-mouth opening has been reengineered to stay open with ease and close tight with a gentle push.', 'Powerful magnets lock in cold and seal out leaks while quick-release buckles provide extra security on bumpy or choppy trips', 'ColdCell™ closed-cell rubber foam offers superior insulation over ordinary soft coolers', 'Waterproof, tough-as-nails DryHide™ shell stands up to rough use in the wild with resistance to punctures, mildew and UV rays', 'HitchPoint™ grids let you easily attach a MOLLE bottle opener, Zinger or other accessories (not included)']"
YETI Hopper M20 Backpack Cooler,YETI,$325.00,"Made for bringing the party anywhere you'd like, the YETI Hopper M20 is a backpack cooler that can carry up to 18 cans of your favorite beverage—or 26 pounds of ice—while keeping your hands free.",4.4,https://www.rei.com/media/b1e7fc4e-3b57-49b7-99f0-315d92e57ed4?size=784x588,"['Waterproof, tough-as-nails DryHide™ shell stands up to rough use in the wild with resistance to punctures, mildew and UV rays', 'ColdCell™ closed-cell rubber foam offers superior insulation over ordinary soft coolers', 'Easy-to-use magnetic closure and wide-mouth opening keep cold drinks at your fingertips', 'Powerful magnets create an reliably leak-resistant shield that stays open when you need it and seals closed with a gentle push', 'Top folds over and clips with 2 buckles for easy and secure transport to your favorite outdoor spots', 'HitchPoint™ grids let you easily attach a MOLLE bottle opener, zinger or other accessories (sold separately)']"
Camp Chef Everest 2X High-Pressure Stove,Camp Chef,$190.00,Don't be fooled by its compact size. The 2-burner Camp Chef Everest 2X high-pressure stove packs a lot of power under the hood to take your camp kitchen to the next level of outdoor cooking.,4.6,https://www.rei.com/media/0e0faae4-34e3-471f-ace8-b70bcd886e36?size=784x588,"['High-pressure, cast aluminum burners pump out up to 20,000 BTUs of heat and perform well even in windy conditions, thanks to a 3-sided windscreen', 'Matchless ignition system fires up quickly and easily', 'Nickel-coated steel cooking grate is strong enough to hold your pots, griddles and skillets', 'Stainless-steel drip tray makes for easy cleanup', 'Appliance-style temperature controls', 'Locking lid and carry handle let you take the stove anywhere with ease', 'Designed for use with a 1 lb. propane cylinder (not included); can be adapted for use with standard bulk tanks', 'Fuel not included']"
Dometic CFX3 95 Dual Zone Powered Cooler,Dometic,"$1,550.00","Featuring a durable ExoFrame construction that protects its edges and a generous capacity, the Dometic CFX3 95 Dual Zone powered cooler was made for rugged outdoor adventures.",4.1,https://www.rei.com/media/dfe3f5fa-570f-4419-97fe-4e18d8c14807?size=784x588,"['Heavy-duty yet lightweight ExoFrame construction with fender frame–protected edges; strong, spring-loaded aluminum handles make it easy to lift and carry', 'Dual storage compartments with independent temperature control allow for simultaneous cooling and freezing', 'Powerful VMSO3 compressor cooling technology efficiently refrigerates and deep-freezes to -7°F', 'Easy-to-read high-resolution color display and soft-touch buttons enables seamless control and monitoring of cooler performance', '3-stage dynamic battery protection system prevents dead car battery and allows deep draw on dual batteries', 'Generous 94-liter storage capacity holds up to 133 cans', ""Download the CFX3 app and roam free from worry: Once it's connected through your phone, you can set the ideal temperature and get a detailed history of energy and temperatures"", 'A range of accessories, including a durable insulated protective cover and a fridge slide, help you get the most out of your cooler (accessories not included)', 'Warning: Do not connect more than 1 power source to the product at any given time; electrical system damage can occur and may result in a fire']"
Jetboil MiniMo Cooking System,Jetboil,$154.95,"Winner of Backpacker magazine's 2015 Editors' Choice Award, the MiniMo provides excellent simmer control and usability for making gourmet meals on your backpacking trips.",4.4,https://www.rei.com/media/2dbc75a6-e2b3-4218-90bd-89b5fbe93af6?size=784x588,"['Features revolutionary new valve technology and a new cooking-cup size', 'Proprietary regulator technology and enhanced regulator diaphragm ensure consistent performance down to 20°F', 'Redesigned valve and regulator for unmatched simmer control', 'Redesigned cooking cup, with the perfect combination of size, sturdy metal handles and optimized height, provides users with an easy-to-eat experience', 'Rubber-coated metal handles provide a robust interface for both cooking and eating', 'Lower spoon angle for easier eating right from the cup', 'Convenient push-button piezo igniter', 'Includes an insulating drink-through lid and measuring cup', 'Clever sideways burner storage inside the cooking cup minimizes pack space', 'Fuel canister stabilizer included', 'Backpacker magazine conducts rigorous field testing to select award winners in recognition of their innovation in design, materials and performance', 'Fuel not included']"
YETI Rambler Tumbler with MagSlider Lid - 20 fl. oz.,YETI,$35.00,"Now with a splashproof and spill-resistant YETI MagSlider™ lid that's easy to clean, the 20 fl. oz. YETI Rambler Tumbler keeps your beverage hot or cold for your sipping pleasure.",4.7,https://www.rei.com/media/43ccd21e-2e35-4022-9dd3-dbf12382678b?size=784x588,"[""MagSlider lid uses magnets for smooth opening and closing, and has a crystal-clear lid so you can always see if you're in need of a top off; magnet pops off for easy cleaning"", 'Rambler Tumbler keeps ice frozen twice as long as a plastic tumbler, and it works just as well for hot beverages', 'Made with high-quality 18/8 stainless steel with a DuraCoat® finish, and uses double-wall vacuum insulation to keep your drinks hot or cold for hours to come', ""DuraCoat color won't fade, crack or peel, and is food-safe"", 'Shatterproof, BPA-free and dishwasher-safe', 'Tapered design fits in most car cup holders']"
Coleman Cascade Classic Camp Stove,Coleman,$100.00,"Perfect for those times when trail mix just won't cut it, the Coleman Cascade Classic camp stove makes it easy to cook great meals outdoors. And its compact design makes it easy to bring along.",4.8,https://www.rei.com/media/e98e7d68-5791-42e8-8aba-ad100ec9639b?size=784x588,"['Portable, compact design makes this stove easy to move and carry', '2 adjustable burners with improved knob rotation offer precise temperature and simmer control', 'Rotary ignition means quick, matchless lighting', '20,000 total BTUs of cooking power', '2 wind guards help shield the burners and flame', 'Removable chrome-plated grate and aluminized steel cooktop for quick cleanup', 'Fuel not included']"
Dometic CFX3 55IM Powered Cooler + Icemaker,Dometic,"$1,200.00","Producing impressive cooling and freezing, the Dometic CFX3 55IM powered cooler + icemaker allows you to bring more of the food and drinks you love wherever you go.",4.3,https://www.rei.com/media/d1a75cca-3161-414a-8941-423b76327461?size=784x588,"['Heavy-duty yet lightweight ExoFrame construction with fender frame–protected edges; strong, spring-loaded aluminum handles make it easy to lift and carry', 'Powerful VMSO3 compressor cooling technology efficiently refrigerates and deep-freezes to -7°F', 'Easy-to-read high-resolution color display and soft-touch buttons enables seamless control and monitoring of cooler performance', '3-stage dynamic battery protection system prevents dead car battery and allows deep draw on dual batteries', 'Generous 52-liter storage capacity holds up to 83 cans', ""Includes 2 removable ice trays featuring snap-on silicone lids, so water won't spill inside the cabinet"", 'Produces ice in hours even when the unit is set to refrigeration, thanks to the built-in rapid freeze plate', ""Download the CFX3 app and roam free from worry: Once it's connected through your phone, you can set the ideal temperature and get a detailed history of energy and temperatures"", 'A range of accessories, including a durable insulated protective cover and a fridge slide, help you get the most out of your cooler (accessories not included)', 'Warning: Do not connect more than 1 power source to the product at any given time; electrical system damage can occur and may result in a fire']"
