title,brand,price,description,rating,image,feature
Mountain Summit Gear Deluxe Roll Top Kitchen,Mountain Summit Gear,$149.95,Store all of your camp kitchen goodies with the spacious Mountain Summit Gear Deluxe Roll Top kitchen. It has 2 side tables and a detachable compartment with two shelves to keep your gear organized.,4.6,https://www.rei.com/media/058e7a8a-a85e-4632-8027-84d479d78b88?size=784x588,"['Lightweight, sturdy, weather-resistant aluminum frame sets up in under a minute', '2 aluminum roll-top table stations and 2 foldaway side tables', 'Detachable storage compartment with 2 shelves', 'Adjustable legs accommodate uneven surfaces', 'Folds and stores away in a convenient, easy-to-carry bag']"
REI Co-op Kingdom Cot 3,REI Co-op,$199.00,"Anything but your typical bare-bones cot, the fully padded REI Kingdom Cot 3 provides plush support with plenty of room to stretch out, relax and slumber until the sun comes up.",4.3,https://www.rei.com/media/e8cbcfed-b161-481b-91b3-128e17b0bc9c?size=784x588,"['Aluminum / steel tubing delivers superb strength; rugged powder-coated frame holds up to years of use', 'Plushly padded, quilted top is made from quick-drying, water-resistant polyester fabric', 'Oversized feet accommodate uneven ground and are designed for use inside a tent', '3 sets of legs provide excellent support and strength to hold up to 300 lbs.', 'Twist knob sets multiposition back', 'Folding frame packs up small for convenient storage and travel']"
REI Co-op Flexlite Camp Boss Chair,REI Co-op,$89.95,"20% larger than the Flexlite that started it all, the REI Co-op Flexlite Camp Boss has a wider seat and heftier frame that might anoint you head of camp. Just remember to delegate.",4.5,https://www.rei.com/media/99c97a89-786f-4023-aece-72562eb2b1dc?size=784x588,"['20% larger in all dimensions than the original Flexlite Chair; increased weight capacity of 300 lbs. (compared to 250 lbs. for the original Flexlite)', 'Updated seat eliminates tension zones and provides comfort for a wider range of bodies; updated pole pockets utilize pull loops and larger openings for an easier setup', ""Sets up easily using an aluminum frame that's similar to the frame on a lightweight tent; 4-leg design provides stability"", 'Abrasion-resistant ripstop polyester seat also has a Durable Water Repellent (DWR) finish to resist moisture and stains', 'Folds down easily to store in the included stuff sack', 'Made to reflect our love for people and the planet through the use of bluesign®-approved polyester', 'bluesign®-approved materials conserve resources and protect the health of the environment, workers and wearer (you!)']"
REI Co-op Camp Roll Table,REI Co-op,$79.95,"Whether you're playing cards or sitting down for a gourmet dinner, this lightweight, packable table makes it all possible on your car-camping adventures.",4.5,https://www.rei.com/media/02699e6a-cc9e-49ac-a89d-5ffbf77a3982?size=784x588,"['Aluminum legs and heat-resistant aluminum slat top provide a stable, rigid work surface and dining area; aluminum construction saves on weight', 'Roll top design packs up small, yet provides plenty of space for pots, pans and plates', 'Packs up into the stuff sack that is included for easy storage and transportation', 'REI Camp Roll Table has a weight capacity of 100 lbs.']"
NEMO Moonlite Reclining Camp Chair,NEMO,$149.95,"Easy to set up and barely noticeable in your pack, the NEMO Moonlite reclining camp chair is a go-to for every adventure from backyard barbecues and picnics in the park to camping in the mountains.",4.6,https://www.rei.com/media/768fc5a4-11be-46d6-8748-a98f34391717?size=784x588,"['Multiposition reclining system allows you to lean forward or kick back and relax', 'An inclusive seat height and extremely durable frame makes the Moonlite comfortable, supportive and easy to get in and out of for folks of all sizes', 'Seamless seat construction is made possible by custom engineered mesh that conforms to your body when you sit', 'Intuitive design makes assembly a breeze with shockcord throughout the frame and ball-and-socket snap connectors', 'High-quality, well-fitting hardware builds confidence and offers a sleek aesthetic', 'Premium forged 6061 aluminum hubs and tubular 7001 aluminum frame are refined, lightweight and sturdy', 'Circular and oval tubular aluminum poles offer a just-right blend of rigidity and flexibility for rock solid support', '100% postconsumer recycled materials are used to build asymmetric mesh, edge binding, webbing and ball-and-socket connection panels', 'Includes a compact carrying case', 'Protected by the NEMO lifetime warranty']"
YETI Trailhead Camp Chair,YETI,$300.00,"Designed for durability and amazing comfort, the YETI Trailhead Camp Chair has hands-free portability and a lightweight folding frame that make it easy to pack up, carry and load in your vehicle.",4.7,https://www.rei.com/media/6bbbfeba-eb34-44d3-98ed-17883e983183?size=784x588,"[""Supportive, UV-rated FlexGrid™ fabric is comfortable when you're taking a load off"", 'PackAway frame with Lockdown™ comfort and Groundgrip™ feet', 'Adjustable cup holder', 'Comes with a handy carry bag']"
Kelty Low Loveseat,Kelty,$139.95,"Cuddle up with your partner or best pal in the Kelty Low loveseat. Its relaxed, low-profile, reclined design means you won't be towering over the campfire or blocking anyone's view of the stage.",4.7,https://www.rei.com/media/985fe6c3-c36e-45ed-b2a4-3d86acff75c4?size=784x588,"['Durable steel frame construction with adjustable armrests', '2 insulated, adjustable holders stash your beverages of choice', 'Includes a padded roll-tote storage bag for take-anywhere convenience']"
Lafuma R Clip Reclining Chair,Lafuma,$158.99,"Offering a variety of angles—including a zero-gravity position to relieve your back, soothe your breathing and improve circulation—this Lafuma R Clip reclining chair is a seriously comfortable seat.",5.0,https://www.rei.com/media/9893bc98-19d3-4534-b8e8-324be3a24a2e?size=784x588,"['Chair reclines to multiple seating angles, including zero gravity, the position that the body naturally takes when weightless, with the leg and torso forming an angle of 127°', 'Zero gravity angle improves circulation and breathing, makes legs feel lighter, and relieves pressure on the back', 'Removable canvas fastens by patented elastomer clips; clips help better distribute body weight, provide back support and improve comfort and firmness compared to elastic laces', 'Batyline® fabric has high resistance to rot, mildew, UV radiation and fading', 'Chair folds compactly for storage or travel', '5-year warranty offered by the manufacturer']"
ENO DoubleNest Hammock,ENO,$52.39,"Spacious enough for two people, the ENO DoubleNest hammock gives you an all-access pass to relaxation. It's expertly constructed with durable yet soft FreeWave™ fabric and packs up small.",4.6,https://www.rei.com/media/c51a7224-ebb7-40fc-a6a0-b6086c82100d?size=784x588,"['Updated with supremely comfortable, breathable and fast-drying FreeWave fabric', 'Made with exclusive crinkle treatment for exceptional softness and packability', 'Extended 9.5 ft. hammock body creates more room to stretch out, lie flat and relax', 'Time-tested, triple-stitched seam construction creates unmatched durability and protection against ripping or tearing', 'Refreshed hardware includes a custom side-release buckle and larger cordlock for easy setup and pack-up every time', 'Integrated stuff sack compresses the hammock to a travel-ready size and now offers a bonus internal stash pocket to store a phone or drink', 'Weighing in at just 1 lb. 3 oz., the DoubleNest packs down to the size of a grapefruit and is light enough to take anywhere', 'Specially designed carabiners easily attach to all ENO hammock straps or other secure anchor points and help maintain correct orientation for an easier hang', 'Straps and suspension system not included', 'Compatible with all ENO hammock straps, stands, bug nets, rain tarps and insulation systems (not included)', 'ENO plants 2 trees for every hammock purchase through their partnership with Trees for the Future', 'ENO is a member of the 1% For The Planet organization, donating 1% of sales to environmental nonprofits']"
REI Co-op Flexlite Print Camp Boss Chair,REI Co-op,$89.95,"20% larger—and 100% more printed—than the Flexlite that started it all, the REI Co-op Flexlite Print Camp Boss has a wider seat and heftier frame that might anoint you head of camp.",4.7,https://www.rei.com/media/d06c235d-e30a-426f-8ebe-21edae083b33?size=784x588,"['20% larger in all dimensions than the original Flexlite Chair; increased weight capacity of 300 lbs. (compared to 250 lbs. for the original Flexlite)', 'Updated seat eliminates tension zones and provides comfort for a wider range of bodies; updated pole pockets utilize pull loops and larger openings for an easier setup', ""Sets up easily using an aluminum frame that's similar to the frame on a lightweight tent; 4-leg design provides stability"", 'Abrasion-resistant ripstop polyester seat also has a Durable Water Repellent (DWR) finish to resist moisture and stains', 'Folds down easily to store in the included stuff sack', 'Made to reflect our love for people and the planet through the use of bluesign®-approved polyester', 'bluesign®-approved materials conserve resources and protect the health of the environment, workers and wearer (you!)']"
Helinox Lite Cot,Helinox,$279.95,"Drift off to dreamland on the Helinox Lite Cot. Packing smaller and lighter than a pair of hiking boots, it keeps your tired bones off the cold, hard ground without adding much weight to your gear.",4.3,https://www.rei.com/media/ed7e52a9-10f0-481e-8282-4d19e2e832ea?size=784x588,"['Weighs just 2 lbs. 13 oz. and packs down to a compact size of 5 x 21 in.', 'Proprietary aluminum alloy legs and frame ensure strength with minimum weight; cot supports up to 265 lbs.', 'Pressure-fit legs add to the weight savings without skimping on comfort', 'Cot cover and zippered carrying case are made from durable, 600-weave ripstop polyester', 'Setup is easy and fast with a single internal bungee cord that self-assembles the poles']"
GCI Outdoor RoadTrip Rocker Chair,GCI Outdoor,$90.00,"Combining the comfort and innovation of the Freestyle Rocker with the portable convenience of a bag chair, the GCI Outdoor RoadTrip Rocker chair is a serious game changer.",4.6,https://www.rei.com/media/f48b36f0-0951-4307-8abf-e525f088ea5e?size=784x588,"['Full-size rocker easily folds up to fit inside the included carry bag', 'Spring Action Rocking Technology™ provides smooth rocking while you enjoy your time in the outdoors', 'Mesh backrest is comfortable and breathable', 'Powder-coated steel frame', 'New, deeper seat', 'Ergonomic plastic armrests', 'Beverage holder', ""Covered by manufacturer's limited lifetime warranty""]"
REI Co-op Outward Low Lawn Chair,REI Co-op,$89.95,"It's that chair from your childhood, but way more durable. The REI Co-op Outward Low Lawn Chair is made with a coated aluminum frame and a water-repellent ripstop seat. Plus, it has backpack straps.",4.4,https://www.rei.com/media/81adf443-ac27-4c24-9aa9-dcebe876275b?size=784x588,"['Heavy-duty ripstop nylon seat is highly abrasion resistant and treated with a durable water repellent (DWR) finish to repel light rain and stains', 'Sets up and takes down easily with bifold design', 'Backpack straps and a carry handle make for easy transport', 'Secure closure system allows you to use the folded chair as a catchall for blankets or other items, like the Outward Side Table (not included)', '250 lb. weight capacity']"
ENO Atlas Hammock Suspension System,ENO,$20.89,"ENO designed the Atlas hammock suspension system with 3 things in mind: strength, security and ease. This no-knots-needed setup will have you relaxing securely in seconds.",4.8,https://www.rei.com/media/abe96871-4e83-4a91-a08c-e1ba29160268?size=784x588,"['Includes 2 straps per package; hammock not included', 'Each strap is 9 ft. long, allowing you to wrap it around big trees; straps can also be attached to roof rack, rocks or whatever else you can find', 'Straps are designed specifically for ENO hammocks but work with most hammocks on the market', '30 combined adjustment points', 'Tapered design helps to decrease strap weight to a mere 9 ounces, while ensuring increased tree protection', 'Each strap in the ENO Atlas hammock suspension system can support 200 lbs., for a combined weight capacity of 400 lbs.', 'Reflective stitching increases nighttime visibility']"
ENO Lounger DL Chair,ENO,$97.89,"Your ticket to serious relaxation—the nap-worthy ENO Lounger DL chair comes with 2 adjustable leg heights (3 and 10 in.), a cup holder, 2 cargo pockets and an integrated pillow.",4.2,https://www.rei.com/media/96808510-c32b-4db0-99b6-6c0646dc9879?size=784x588,"['Effortless shockcorded assembly makes this lightweight chair perfect for the quad, your favorite festival or around the campfire', 'Includes a stuff sack']"
ENO SingleNest Hammock,ENO,$38.39,"Perfect for one, the compact and lightweight ENO SingleNest hammock is expertly constructed with durable yet soft FreeWave™ fabric, making it ideal for solo relaxation on any kind of adventure.",4.9,https://www.rei.com/media/06902ef9-54b5-4efb-990d-b197a91caadd?size=784x588,"['Updated with supremely comfortable, breathable and fast-drying FreeWave™ fabric', 'Made with exclusive crinkle treatment for exceptional softness and packability', 'Extended 9.5 ft. hammock body creates more room to stretch out, lay flat and relax', 'Time-tested, triple-stitched seam construction creates unmatched durability and protection against ripping or tearing', 'Refreshed hardware includes a custom side-release buckle and larger cordlock for easy setup and pack-up every time', 'Integrated stuff sack compresses the hammock to a travel-ready size and now offers a bonus internal stash pocket to store a phone or drink', 'Weighing in at just 16 oz., the SingleNest packs down to the size of a mango and is light enough to take anywhere', 'Specially designed carabiners easily attach to all ENO hammock straps or other secure anchor points and help maintain correct orientation for a safer, easier hang', 'Straps and suspension system not included', 'Compatible with all ENO hammock straps, stands, bug nets, rain tarps and insulation systems (not included)', 'ENO plants 2 trees for every hammock purchase through their partnership with Trees for the Future', 'ENO is a member of the 1% For The Planet organization, donating 1% of sales to environmental nonprofits']"
Crazy Creek Original Chair,Crazy Creek,$41.93,"Get a dry, comfortable seat wherever you are, whenever you'd like, with this Crazy Creek Original chair. It's easy to bring along on camping trips or to sports games, concerts, festivals or the beach.",4.6,https://www.rei.com/media/330a7142-27f0-4018-99cf-152689f811e5?size=784x588,"['Lightweight chair is easy to carry; carry handles and hook-and-loop straps keep the chair folded during transport', 'Coated fabric provides protection from wet ground', ""High-density closed-cell foam provides comfy padding that won't absorb water"", 'Sturdy carbon-fiber support-stays keep you upright', 'Chair is adjustable for a wide range of sitting positions for customizable comfort', 'Features 420-denier coated ripstop nylon on solid styles, and 600-denier coated polyester on printed styles', 'Weight capacity: 250 lbs.']"
ENO SoloPod Hammock Stand,ENO,$209.89,"Tired of wishing for the perfect trees to appear in your desired hammock spot on a road trip, at a festival, or when car camping? Look no further than the patent-pending ENO SoloPod hammock stand.",4.6,https://www.rei.com/media/11ccd8e2-18ef-4eae-917f-1e866ac50aa8?size=784x588,"['Smooth construction, graceful aesthetics and versatile, nonslip feet make the SoloPod a convenient and good-looking single-hammock stand', 'SoloPod packs down quickly for easy portability; from poolside to the campground, you\'ll never have to say ""no"" to hammocking again', 'Fits 1 ENO hammock (sold separately)', 'Comes with steel carabiners to work with any ENO hammock', 'Breaks down into 8 pieces for easy portability', 'Nonslip feet are perfect for smooth surfaces', 'Quick-release, tool-free construction']"
Kammok Swiftlet Hammock Stand,Kammok,$279.95,"No longer binding you to the perfect pair of trees, the Kammok Swiftlet hammock stand offers comfort and freedom to hang your hammock anywhere. It's light and portable for hanging from park to patio.",4.7,https://www.rei.com/media/b20865e3-e077-47d9-82dd-c8ff80621889?size=784x588,"['Its compact size and light weight empowers car campers, tailgaters and beachgoers alike to hang anywhere—no perfect pair of trees required', 'For board game nights or apartment patios, the Swiftlet converts to chair mode, saving space and cutting the footprint in half for cramped spaces', 'Each piece of the stand slides and snaps together for a quick, intuitive assembly experience', 'Quick-release buttons and push pins eliminate the need for screws and tools', 'Padded travel bag and handy internal straps make toting the Swiftlet a breeze', 'Designed to flex and distribute weight on uneven surfaces, securely holding up to 300 lbs.', 'Built for life outdoors, the aluminum frame is rust-resistant when left out during unexpected showers', 'With 11 adjustable points on each arm, quickly slide and lock into the comfiest hang', 'Fits all Kammok hammocks from Roo Jr. to Roo Double XL (hammock not included)']"
Helinox Sunset Chair,Helinox,$169.95,"Lean back, enjoy the view. Providing plenty of neck, head and back support outdoors, this Helinox Sunset chair ups your comfort and is easy to move from one great spot to another.",5.0,https://www.rei.com/media/d80d9cca-6a30-4d79-aa59-dde77daeabec?size=784x588,"['High, supportive back panel and ergonomic design offer comfort', 'Breathable mesh on back and sides helps you stay cool', 'DAC aluminum alloy frame is lightweight yet strong; chair weighs only 3 lbs. 4 oz. but can support up to 320 lbs.', 'Adjustable headrest design provides dialed-in comfort', 'Side pockets keep small essentials off the ground and right at hand', 'Chair sets up quickly, thanks to a single shockcorded pole structure', '18.5 x 5.5 x 4.5 in. storage sack included; carry sack converts to a pillow for spontaneous snoozing', 'Manufacturer offers a 5-year warranty on this product']"
ENO ProFly Hammock Rain Tarp,ENO,$59.39,"Don't be left out in the rain! Rest easy in your hammock with this lightweight, ripstop rain tarp over your head.",4.5,https://www.rei.com/media/77aefe30-80ee-41dd-9a6a-9fdfcd154e56?size=784x588,"['Polyurethane-treated ripstop nylon offers long-lasting wear with excellent water-shedding capabilities', 'ProFly has 6 points of attachment and a rectangular shape for ample coverage to keep you and your gear dry', 'Tarp is quick and easy to set up and take down', 'Designed specifically for ENO hammocks (sold separately); also works well with other brand hammocks', 'Use independently to shelter equipment, clothes, your backcountry kitchen or your dog', 'ENO ProFly rain tarp comes with a stuff stack for convenient packing']"
Helinox Chair Zero Highback,Helinox,$169.95,"With a taller back for added support and comfort, the Helinox Chair Zero Highback has the same DNA as Chair Zero, making it a light, compact choice for camping, paddling trips, backpacking and more.",4.3,https://www.rei.com/media/690675d3-8b9b-4a19-9d24-e9e951af2626?size=784x588,"['High, supportive back panel and ergonomic design offer comfort', 'DAC aluminum alloy frame is lightweight yet strong; chair weighs only 1 lbs. 8 oz. but can support up to 265 lbs.', 'Compact size makes it easy to pack and carry', 'Sets up quickly, thanks to a single shockcorded pole structure', '5 x 16 in. storage sack included', 'To sit above snow, sand, or muddy ground, pair it with the small Helinox Chair Groundsheet (not included), which secures to the feet and distributes weight to a larger surface', 'Manufacturer offers a 5-year warranty on this product']"
