title,brand,price,description,rating,image,feature
Gerber E-Tool Folding Spade,Gerber,$64.95,"The Gerber E-Tool Folding Spade lets you dig, scoop or saw through groundcover or dirt during your outdoor adventures.",4.5,https://www.rei.com/media/8477f99e-f369-4b43-b788-25c9b1848b1a?size=784x588,"['Forged steel blade is lightweight and strong to handle the rigors of backcountry camping; serrated edge helps cut through grass and other vegetation', 'Glass-filled nylon handle and aluminum shaft also deliver tough, lightweight performance', 'Twist-lock mechanism keeps the spade open when in use', 'Gerber E-Tool Folding Spade measures 23.75 in. when extended and only 9.25 in. when folded for transport']"
Nocs Provisions Zoom Tube 8 x 32 Monocular Telescope,Nocs Provisions,$75.00,"Ultracompact, weather-resistant and ready for any journey, the Nocs Provisions Zoom Tube 8 x 32 monocular telescope brings nature closer with its wide field of view and fully multicoated optics.",4.6,https://www.rei.com/media/e3e11b41-a725-485a-8050-0ef40281947e?size=784x588,"['Form-optimized, fully multicoated lens array and BaK4 prism deliver optical clarity and brightness', 'Ultracompact design fits in your hand or pocket and tips the scales at a mere 8.5 oz. (241 g)', 'High-impact rubber housing protects the glass, while rugged, weather-resistant engineering withstands light rain and splashing (rated IPX4)', 'Twist-up eyecups and adjustable eye relief provide for use by eyeglass wearers', 'With a 1/4 in. 20-threaded tripod adapter engineered into the frame, the Zoom Tube can be mounted on a tripod for steady viewing', 'Threaded objective lens attachment lets you connect the Nocs Provisions Inspector microscope (not included), a 4x zoom multiplier that lets you see beyond what meets the eye', 'Designed to make snapping a photo with your smartphone easy, the Zoom Tube acts like a 400 mm lens, letting you capture the detail of your surroundings with a true analog zoom', 'Includes Zoom Tube, drawstring pouch, wrist strap and lens cleaning cloth, all in plastic-free packaging', 'Manufacturer\'s ""No-Matter-What"" lifetime warranty encourages you to get out there', 'Nocs Provisions is a member of 1% for the Planet']"
GSI Outdoors Cathole Sanitation Trowel,GSI Outdoors,$5.50,Follow proper Leave No Trace™ principles by using the GSI Cathole sanitation trowel on your backpacking trips.,4.4,https://www.rei.com/media/fdade4de-284c-4322-b966-d61e905a6102?size=784x588,"['Trowel is made from repurposed GSI polycarbonate food and beverage products that were pulled from the shelves over growing concerns about the chemical BPA', 'Serrated edges make for easy digging in hard soil', ""Leave No Trace™ guidelines are molded into the back of the trowel so you'll always remember to tread lightly"", '1% of sales support Leave No Trace™', 'Comes in assorted colors only; sorry, specific color requests cannot be accommodated']"
Nite Ize DoohicKey Ratchet Key Tool,Nite Ize,$15.00,"A secret weapon for on-the-go repairs, the Nite Ize DoohicKey Ratchet key tool puts a full-service ratchet, 2 doubled-ended bits and more on your keyring thanks to an included carabiner clip.",4.5,https://www.rei.com/media/60ec3dd9-4968-407c-b9e8-04e1161d2aa0?size=784x588,"['Provides full-service ratchet functionality with one side for tightening and the other for loosening, plus a strong stainless steel body', 'Includes 2 double-ended bits; a bottle opener; a standard/metric ruler; wrenches; a scoring point for opening boxes; and a pry tool for opening paint cans, screens and more', 'Double-ended bits include 1 flathead bit (3.5 and 5.5 mm) and a Phillips bit (#1 and #2)', 'Compact design allows you to squeeze into small or awkward spaces with ease, taking on screws in tricky locations', 'Integrated rubber bit holder can be rotated out to access bits or removed fully to swap them out', 'Easily access 2 wrenches (1/4 and 5/16 in.) at center; after rotating or removing the bit holder, you can access 2 more (5 and 5.5 mm)', ""Included carabiner clip conveniently attaches to your keys, tool belt or pack when you're on the move""]"
Nikon Microfiber Lens Cleaning Cloth,Nikon,$5.95,"Clean and maintain the lenses of cameras and binoculars with the Nikon Lens Cleaning cloth, made of soft, anti-static microfiber that's safe to use on any glass surfaces, including your eyewear.",4.7,https://www.rei.com/media/b2a4234e-a0ad-49ff-8db6-ca32d1ee1c53?size=784x588,"['Clip-on storage pouch can be attached to straps for convenience and easy use', 'Can be used on any glass surface, including telescope lenses and corrective lenses', 'Washable, reusable and easy to hang dry']"
REI Co-op Trailbreak Trekking Poles - Pair,REI Co-op,$69.95,Put more support on the ground for extra balance on your harder hikes with the REI Co-op Trailbreak Trekking poles. They adjust easily to fit you and the terrain.,4.4,https://www.rei.com/media/71e7e8e2-d317-4067-83e0-28b10c1d155f?size=784x588,"['REI-exclusive grips offer light, breathable foam in ergonomic shapes that accommodate a variety of hand sizes and positions comfortably', 'Adjustment locks have oversize lever for easy adjustments between users or to adapt to slope angle', 'Trail baskets boast a generous size for flotation in soft soil and snow', 'Soft, lightly stretchy wrist straps enhance comfort', 'Ensure levers are fully tightened and locked before each use; levers loosen in transport and over time, so they may need to be tightened to achieve proper locking tension']"
SILKY Gomboy Curve Folding Hand Saw,SILKY,$53.00,"The Silky Gomboy Curve folding hand saw is perfect for general pruning, camping, backpacking and trail building. It's so handy you'll want to have it around for daily projects and evening campfires.",4.9,https://www.rei.com/media/217db3ea-196e-40e7-b74e-4428c0e35dc7?size=784x588,"['8.3 in. blade has 6.8 teeth per inch; recommended for cutting wood 4.2 in. diameter max', ""Curved design naturally dives into the wood fibers on the 'pull' stroke for maximum performance and ergonomics"", 'Taper-ground blade reduces friction on the side of the blade so your energy is spent cutting wood rather than overcoming the forces of friction', 'Chrome-plated blade resists effects of resin and corrosion while minimizing friction', 'Rubber latex handle provides superior ergonomic grip while absorbing impact when cutting; tether hole at base of handle (tether not included)', '17.32 in. long when fully extended', 'Japanese steel blade is easily replaceable; comes with a hard plastic carrying case', ""Manufacturer's limited lifetime warranty against defects in material and workmanship""]"
Work Sharp Guided Field Sharpener,Work Sharp,$34.95,"Built for use in the field, at home or in the shop, the Work Sharp Guided Field Sharpener is a complete, robust and compact solution for sharpening tools anytime, anywhere with speed and ease.",4.8,https://www.rei.com/media/f7a2ca4f-978d-4fff-a445-b54ab8a1d2dc?size=784x588,"['This is an angle-guided, 5-stage sharpening solution ideal for use at home or in the field', 'Includes 2 diamond plates, 2 ceramic rods, a leather strop and sharpening guides', 'Sharpening guides are purpose-built for your hunting knives, pocket knives and filet knives', 'Also sharpens serrated knives, fish hooks, broadheads and many common camp tools', 'Compact design and lanyard hole make it easy to pack for your next outdoor adventure']"
Gerber Prybrid X Multi-Tool,Gerber,$24.95,"When the essentials matter and nothing more, the Gerber Prybrid X multi-tool delivers. It offers a compact, pocket-friendly design that keeps several useful tools at your fingertips.",4.0,https://www.rei.com/media/0278ff27-adb6-48da-98c5-073754bad1e5?size=784x588,"['Standard #11 retractable blade', 'Pry bar', 'Wire stripper', 'Nail puller', 'Medium and small flat screwdrivers', 'Bottle opener', '550 wrap cord']"
Swiss Army Huntsman Knife,Swiss Army,$45.00,This knife is precision-crafted for quality and durability.,4.9,https://www.rei.com/media/e10d13b6-53e2-4b9e-bf1a-029b111b8193?size=784x588,"['Larger version of the Recruit includes a wood saw and wire strippers', 'Nylon handles, aluminum housings and stainless steel components last for years', 'Features a large blade, a small blade, a corkscrew, a bottle opener with screwdriver tip and wire stripper, a Can opener with screwdriver tip', 'Scissors, a reamer with sewing eye, a wood saw, a hook, tweezers, a toothpick, and a lanyard ring', 'Crafted by Victorinox of Switzerland']"
"Sven Folding Saw - 21""",Sven,$45.00,"With a time-tested, all-metal design built to last for decades, the Sven-Saw 21 in. folding saw is ideal for camping, scouting, canoeing, backpacking, hunting, doing yardwork and more.",4.8,https://www.rei.com/media/13d17756-b734-4f12-a3ca-599488292f86?size=784x588,"['Blade folds into the handle, which serves as a protective sheath for safety during transport', ""Red anodized handle is visible on the ground, so you won't leave it behind"", 'Innovative, triangular design and aluminum construction create a rigid frame', 'Fine Swedish steel blade is crafted in Sweden and made to last for 15–30 years', 'Sharp blade teeth make quick work of your woodcutting chores', 'Made in Minnesota since 1961 with high-quality workmanship and materials', 'The manufacturer donates 10% of profits to creating equity and protecting the environment']"
Nikon Nikon Lenspen,Nikon,$11.95,"Designed for cleaning fine optics like binoculars, this Nikon Lenspen includes a retractable dust brush and a cleaning tip with non-liquid compound that won't spill or dry out.",4.6,https://www.rei.com/media/4f869a24-2798-4093-b2c2-7b8d1451ec32?size=784x588,"['Essential for keeping your glass clear of coating-degrading compounds', 'A soft, retractable brush sweeps away dust and dirt', 'Cleaning tip features a non-liquid compound on a natural chamois tip to remove fingerprints, dust and grit from any lens', 'Compact size fits in your bag or pocket']"
Black Diamond Trail Trekking Poles - Pair - Women's,Black Diamond,$109.95,"Combining dual FlickLock adjustability, comfortable foam grips and excellent value, the women-specific Black Diamond Trail trekking poles meet all your hiking and backpacking needs.",4.8,https://www.rei.com/media/8065ed35-7b65-4ccc-b3c7-1a7665314757?size=784x588,"['3-section poles provide patented FlickLock adjustability with ""zero-slip"" security', 'Simply flick the lock open, set the length and flick the lock closed—a quick, tight and easily accomplished task, even while wearing gloves', 'Soft, dual-density foam grips and extensions have padded wrist straps for security', 'Updated with soft-rubber grip with solution strap for added security and improved handling', 'Poles extend from 39 to 49 in.', 'Includes low-profile trekking baskets']"
Nite Ize Doohickey Key Chain Knife,Nite Ize,$14.00,"Conveniently accessible for everyday carrying, the Nite Ize Doohickey key chain knife easily attaches and detaches to key chains, backpacks and more.",4.7,https://www.rei.com/media/0105f54a-a01b-456b-91ad-25e4aa07de0c?size=784x588,"['2 in. locking blade made with corrosion-resistant 420j2 stainless steel with a high hardness level (51-54HRC) retains a sharp edge and offers durability', 'Lock-back design keeps the blade locked in place while in use', 'S-Biner® MicroLock® uses a twist-to-lock design that makes the knife easy to attach, detach and secure', 'Lightweight aluminum body is durable and easy to carry']"
Hults Bruk Almike Hatchet,Hults Bruk,$169.00,"The Hults Bruks Almike Hatchet is a small, all-purpose axe that's great for making kindling, doing light clearing and other backcountry jobs.",4.9,https://www.rei.com/media/a3760613-309d-4e12-b770-814e21dd4e0e?size=784x588,"['Hatchet head is hand-forged and made from Swedish axe steel in a foundry that has been in operation since 1697', 'As part of the hand-grinding production process, the steel is struck multiple times, thereby increasing its density and resulting in extra durability of the hatchet', 'Tempered zone on the axe head is designed to hold a very sharp edge even after many sharpenings', '16 in. curved hickory handle is treated with linseed oil', 'Comes with a traditional leather protective sheath that is embellished with Swedish decorative elements', 'Can be worn on a belt', ""Hatchet is shipped in its own storage box and comes with a detailed user's manual"", 'Hatchet head weight is 1 lb.']"
Gerber Stake-Out Multi-Tool,Gerber,$49.95,"Equipped with tools you use every time out—from setting up camp to packing out—the Gerber Stake-Out multi-tool earns its way on trips where weight, versatility and packability are key.",4.5,https://www.rei.com/media/9eb635d0-a45b-4e45-9ec2-fb250198e822?size=784x588,"['Includes 11 tools: stake puller, saw, knife, scissors, awl, file, tweezers, ruler, ferro rod striker, bottle opener and carabiner', '2.2 in. fine-edge Scandi-grind blade secures with a frame lock', 'Carabiner offers convenient carry or lets you secure the tool to a pack', 'Carabiner is for utility purposes only; not to be used for any kind of climbing']"
Suunto A-10 Compass,Suunto,$27.00,"Fast, simple and accurate, this baseplate compass is easy to learn and ideal for map and compass navigation in ordinary conditions.",4.1,https://www.rei.com/media/c8d3d09d-36ba-4f5b-a541-d0aaa254c9bc?size=784x588,"['High-grade steel needle with jewel bearing', 'Balanced for northern hemisphere', 'Fixed declination correction scale', 'Liquid-filled capsule for stable operation', 'Detachable snap-lock lanyard', 'Made in Finland']"
Gerber Versafix Pro Fixed Blade/Machete Hybrid,Gerber,$49.95,"Chop, cut and baton with the Gerber Versafix Pro. This fixed blade/machete hybrid offers a compact size, multiple transport options and a weight-forward design that improves chopping performance.",4.6,https://www.rei.com/media/2954dec2-ed38-47d9-af4e-cde2872df17e?size=784x588,"[""Skeletonized, weight-forward design for improved chopping; Chizl'd blade finish offers a sharp appearance"", 'Full-tang construction adds strength and durability for challenging tasks and a balanced feel in your hand', 'Forward jimping on the top of the blade gives additional grip when batoning', 'High-durometer overmold handle provides comfort while minimizing fatigue and hot spots', 'Slender multi-mount sheath has a push tab release for seamless deployment and resheathing; paddle-release sheath enables single-hand operation', 'Blade locks into sheath to provide position retention; lash-in points let you attach it to your pack', 'Lanyard hole offers an additional tethering option', 'Corrosion-resistant stainless steel offers durability', 'Overall length: 14.3 in.']"
Benchmade 945-221 Mini Osborne Damasteel,Benchmade,$700.00,"Evoking the chilling waters off Sweden's coast, this limited-edition Benchmade 945-221 Mini Osborne Damasteel knife features a patterned Damasteel® blade and carbon handles with flowing blue accents.",0.0,https://www.rei.com/media/ce22044c-7ca1-4db2-bea4-f491208ed3a2?size=784x588,"['Called Aegir™, the pattern on the Damasteel blade takes inspiration from Norse mythology and design cues from the Baltic Sea', 'Fat carbon Arctic Storm handles feature flowing blue accents, aqua anodized bolsters and gold-plated floating back spacers', 'Reverse tanto blade shape', 'Reversible mini split arrow clip']"
Black Diamond Trail Ergo Cork Trekking Poles - Pair,Black Diamond,$139.95,Enjoy miles of blissed-out trekking every season of the year with the Black Diamond Trail Ergo Cork trekking poles. They deliver on-the-fly adjustability and easy handling for off-road adventures.,4.7,https://www.rei.com/media/02d92c82-2fae-4efb-8315-1f9814dbd98e?size=784x588,"['Ergonomic, natural cork grips wick sweat and provide comfort; updated soft rubber grip extensions and solution straps offer added security and better handling', '15° corrective angle delivers optimal grip position', 'Dual FlickLock adjustability offers quick and secure length changes', 'Comes with interchangeable carbide Tech Tips, 38 mm trekking baskets and 100 mm powder baskets']"
Black Diamond Alpine Carbon Cork Trekking Poles - Pair,Black Diamond,$199.95,"Trek through 4 glorious seasons in the alpine with the Alpine Carbon Cork trekking poles from Black Diamond. Their lightweight, ergonomic design offers stability and comfort on rugged, steep hikes.",4.6,https://www.rei.com/media/c861926c-b797-4be2-9178-b9f46cceaeb6?size=784x588,"['3-section carbon-fiber shaft offers quick and secure length changes thanks to dual FlickLock Pro adjustability; Aluminum FlickLock Pro technology is light and easy to use', 'Premium cork grips have soft rubber grip extensions and solution straps for better handling and security', 'Interchangeable carbide Tech Tips; 38mm trekking baskets', 'Ski-compatible ferrules will accept 100mm powder baskets (sold separately) for deep snow']"
Leki Khumbu Lite Trekking Poles - Pair,Leki,$119.95,"A lightweight choice for any journey, the Leki Khumbu Lite trekking poles feature comfortable Aergon Cor-Tec grips and Speed Lock+ levers for quick, secure adjustment between 100 and 135 cm.",5.0,https://www.rei.com/media/59148870-f3b3-4f8f-a1f4-8ec2db754268?size=784x588,"['3-section, collapsible poles are constructed with heat-treated HTS 6.5 aluminum, making them sturdy, durable and light', 'Aergon Cor-Tec ergonomic grips feature a lightweight, edgeless design for optimum comfort and various gripping positions', 'Built-in 8° positive angle of the grips keeps wrists in a neutral position, providing more efficient pole plants', 'Adjustable Lock Security Skin straps are made from breathable, lightweight, extra-soft material for maximum comfort', ""Speed Lock+ offers extremely fast and easy adjustment of pole length, even when you're wearing gloves; smaller and lighter than Speed Lock 1.0"", 'Interchangeable basket system makes it easy to screw on/off various Leki baskets for different seasons or uses; offset threads help to keep the baskets securely in place', 'Universal carbide flex tips deliver high precision and great grip in nearly any terrain']"
Black Diamond Trail Ergo Cork Trekking Poles - Women's - Pair,Black Diamond,$139.95,"Tackle rocky, steep ascents and winding switchbacks in confidence with the women's Trail Ergo Cork trekking poles from Black Diamond, delivering 4 seasons of versatility for off-road adventures.",4.9,https://www.rei.com/media/8d699aed-aa94-46c7-af98-6b99e34ddeb7?size=784x588,"['Women-specific natural cork grips wick sweat and offer comfort; updated soft rubber grip extensions and solution straps offer added security and better handling', '15° corrective angle delivers optimal grip position', 'Dual FlickLock adjustability offers quick and secure length changes', 'Comes with interchangeable carbide Tech Tips, 38 mm trekking baskets and 100 mm powder baskets']"
REI Co-op Traverse Trekking Poles - Pair,REI Co-op,$109.95,"Take on rocky traverses, snowy slopes and mossy logs more confidently with the light, strong REI Co-op Traverse trekking poles. They adjust easily to fit you and the terrain.",4.5,https://www.rei.com/media/2488fbe4-64ef-4cc3-8902-8c68478ace3e?size=784x588,"['REI exclusive grips feature premium natural cork for maximum comfort and ergonomic shapes that accommodate a variety of hand sizes and positions', 'Adjustment locks have an oversize lever for easy adjustments between users or to adapt to slope angle', 'Trail baskets reduce weight with aluminum construction and boast a generous size for flotation in soft soil and snow', 'Includes both trail and snow baskets for hiking in all seasons', 'Padded wrist straps enhance comfort', 'Ensure levers are fully tightened and locked before each use; levers loosen in transport and over time, so they may need to be tightened to achieve proper locking tension']"
Nikon Monarch M7 8 x 42 Binoculars,Nikon,$489.95,"Compact, lightweight, waterproof and fogproof, the Nikon Monarch M7 8 x 42 binoculars push resolution, brightness and field of view even further so you can take in your surroundings in vivid detail.",5.0,https://www.rei.com/media/b525712f-e7ee-4fa3-81b6-f8ad00a36a0f?size=784x588,"['8x magnification brings objects 8 times closer than they actually are', 'Large 42 mm objectives (front lenses) gather abundant light and provide an amazingly wide field of view', 'At 1,000 yards, the binoculars deliver an astoundingly wide 435 ft. field of view so you can see more of the scene in greater detail, making it easier to locate your subject', 'The wide field of view is especially helpful when spotting birds and wildlife amid trees and landscapes', 'Dielectric, high-reflective, multilayer prism coating ensures superior transmittance uniformity across the visible range, resulting in brighter images and more natural colors', 'Nikon ED (Extra-low Dispersion) glass virtually eliminates common distortion, chromatic aberrations and color fringing for clear, high-resolution views in nearly any lighting', 'Roof prisms have a phase-corrected coating applied to the prism surfaces for higher resolutions', 'Oil- and water-repellent coating applied to both the objective and eyepiece lenses makes it easy to wipe away moisture, fingerprints and smudges', 'Large, smooth-spinning central focus knob allows simple, precise focus adjustment down to 8.2 ft.', ""Comfortable high-eye point design leaves sufficient space between your brow and the eyecups for a clear field of view, even when you're wearing glasses"", 'Convenient turn-and-slide operation makes it easy to get the durable rubber eyecups right where you want them for maximum comfort and field of view', 'Enhanced rubber-armored body provides nonslip grip and protection from bumps and bruises', 'Binoculars are nitrogen-filled and O-ring–sealed for fog-free performance', 'Adjust the binoculars for your vision and then lock in the setting—a locking diopter prevents accidental adjustment', 'Ready for adventures of any kind, these compact, lightweight companions weigh just 1 lb. 7.6 oz.']"
Benchmade 535GRY-1 Bugout DP Fine-Edge Knife,Benchmade,$158.00,"Subtle yet capable, the Benchmade 535GRY-1 Bugout DP Fine-Edge knife was designed to easily blend into its surroundings, from the campground to the city.",4.7,https://www.rei.com/media/783526e7-b868-49c1-8174-d4d016411a3b?size=784x588,"['Drop-point, CPM-S30V premium, stainless-steel blade (58-60HRC) holds edges well and works for a variety of uses; smoked gray chromium nitride coating offers a subtle look', 'Manual AXIS® lock folding mechanism is secure and ambidextrous', 'Textured, ranger-green Grivory handle is comfortable to hold and easy to grip', 'Chromium nitride-coated, reversible, tip-up, mini deep-carry pocket clip', 'Oversize lanyard hole on handle', 'Lightweight, DLC-coated titanium AXIS bar, anodized barrel spacers and dual thumb studs']"
Nocs Provisions Standard Issue 8 x 25 Waterproof Binoculars,Nocs Provisions,$95.00,"Designed to be your perfect travel companion, the Nocs Provisions Standard Issue 8 x 25 waterproof binoculars offer top-shelf optics in a lightweight, rugged housing that's compact for easy packing.",4.6,https://www.rei.com/media/b32241fc-c02a-4b88-a185-95c2a339f4af?size=784x588,"['Fully multicoated optics, roof prisms and BaK4 glass provide a bright and crisp edge-to-edge image', 'IPX7 rating means these are considered waterproof; they can withstand submersion in water up to 1 m deep for up to 30 min.', 'Nitrogen-filled internal chambers prevent fog formation on the interior surface of the lenses', 'Twist-up eyecups offer adjustable diopters and eye relief for eyeglass wearers', 'Eyepieces are designed to be used with a phone camera for clear images', 'High-impact rubber grips add protection and fit in your hand', 'Manufacturer\'s ""No-Matter-What"" lifetime warranty encourages you to get out there', 'Includes a drawstring pouch, a neck strap and a lens cleaning cloth in plastic-free packaging', 'Nocs Provisions is a member of 1% for the Planet']"
Nikon Monarch M5 8 x 42 Binoculars,Nikon,$289.95,"Providing the widest view in the M5 series, the Nikon Monarch M5 8 x 42 binoculars make it easy to spot your subject and provide a vivid, clear view of your surroundings.",4.9,https://www.rei.com/media/66ea73ab-826b-49e8-976a-d5834f2021b4?size=784x588,"['8x magnification brings objects 8 times closer than they actually are', 'Large 42 mm objectives (front lenses) gather abundant light and provide a wide field of view', 'At 1,000 yards, the binoculars deliver a 335 ft. wide field of view so you can see more of the scene in greater detail, making it easier to locate your subject', 'Dielectric, high-reflective, multilayer prism coating ensures superior transmittance uniformity across the visible range, resulting in brighter images and more natural colors', 'Nikon ED (Extra-low Dispersion) glass virtually eliminates common distortion, chromatic aberrations and color fringing for clear, high-resolution views in nearly any lighting', 'Roof prisms have a phase-corrected coating applied to the prism surfaces for higher resolutions', 'Large, smooth-spinning central focus knob allows simple, precise focus adjustment down to 8.2 ft.', ""Comfortable high-eye point design leaves sufficient space between your brow and the eyecups for a clear field of view, even when you're wearing glasses"", 'Convenient turn-and-slide operation makes it easy to get the durable rubber eyecups right where you want them for maximum comfort and field of view', 'Enhanced rubber-armored body provides nonslip grip and protection from bumps and bruises', 'Binoculars are nitrogen-filled and O-ring–sealed for fog-free performance', 'Ready for adventures of any kind, these compact, lightweight companions weigh just 1 lb. 6.2 oz.']"
Benchmade 533BK-2 Mini Bugout Knife,Benchmade,$149.00,"Don't let its size fool you: The Benchmade 533BK-2 Mini Bugout knife may tip the scales at a mere 1.5 oz., but it's a high-performance slicer that's ready for your campsite cutting tasks.",4.8,https://www.rei.com/media/49c66769-c3a0-4850-a9a8-710cedc44353?size=784x588,"['Manual AXIS® lock folding mechanism', 'Drop-point CPM-S30V (58-60 HRC) blade steel with a black DLC (diamond-like carbon) finish', 'CF-Elite® handle scales with black-anodized barrel spacers and thumb studs', 'Black mini deep carry clip']"
