title,brand,price,description,rating,image,feature
HydraPak 500 ml Stow Bottle - 17 fl. oz.,HydraPak,$16.00,Fill. Drink. Pack. Repeat. The flexible 17 fl. oz. HydraPak 500 ml Stow bottle has a minimal design for easy packing and an internal baffle that makes it easier to hold and pocket.,4.4,https://www.rei.com/media/a1c31982-460a-4342-821f-89890575cbd0?size=784x588,"[""Minimal design and durable construction packs where most hard bottles won't fit—simply flatten and roll when empty and stow in bail handle"", ""Internal baffle adds structure and provides a slim profile when full, making it easier to hold and easier to pocket; plus, it won't roll or bounce during activity"", 'Self-sealing silicone nozzle is spillproof and easy to drink from; an easy-to-open flip-cap cover keeps away outside elements', 'Flexible bail handle provides comfortable carrying, quick attachment and easy hold while filling', 'Easy-to-fill and backcountry-ready, this squeezable bottle is compatible with most 28 mm threaded water filters', 'External capacity gauge allows you to track your hydration intake or measure out the contents', 'Made of ultra-durable, abrasion-resistant thermoplastic polyurethane with RF-welded seams for superior durability and elasticity', 'Can be frozen or filled with warm water (max temp: 140°F/60°C)', '100% BPA- and PVC-free', 'HydraPak offers a Beyond™ Lifetime Guarantee on this product']"
LifeStraw Peak Squeeze Water Filter System - 33.8 fl. oz.,LifeStraw,$37.95,"Light, compact and really fast at filtering water, the 33.8 fl. oz. LifeStraw Peak Squeeze water filter system lets you squirt water directly into your mouth on fast-paced outdoor adventures.",4.8,https://www.rei.com/media/10f0c7cf-f60a-4628-9e1b-d0cabbd9aac8?size=784x588,"['Reengineered LifeStraw filter provides up to 3 liters of water per minute', 'Squeeze bottle is durable enough to last you on your long-haul adventures without having to worry about rips, tears and punctures', 'Designed with every adventure in mind—use it as a bottle or push water through it into a cook pot or water bottle', 'Filter can also be used as a straw or screwed onto other standard water bottles or a LifeStraw Peak gravity system (not included)', 'Filter is removable, allowing you to use the bottle as a water storage container', '0.2-micron filter physically removes 99.999999% of all bacteria, such as salmonella, cholera and E.coli; removes 99.999% of all parasites; removes 99.999% of microplastics', 'Also removes silt, sand and cloudiness greater than 0.2 micron', 'Membrane microfilter lasts up to 500 gal. (2,000 liters)', 'Meets U.S. EPA and NSF P231 drinking water standards for the removal of bacteria and parasites']"
MSR Dromedary Bag - 6 Liters,MSR,$49.95,"The burly MSR Dromedary 6-liter bag is completely collapsible for efficient packing, and offers large-capacity water storage that works for everything from alpine to road warrior-style expeditions.",4.0,https://www.rei.com/media/f0bc96a4-51e0-4d12-9dcd-beedfd6d0630?size=784x588,"['Armed with an incredibly tough 1,000-denier exterior and laminated with an improved BPA-free food-grade lining for better-tasting water', 'Can handle freezing and the abuse inflicted by expedition crews and hardcore adventurers', 'Perimeter webbing allows for easy carrying and hanging']"
Sawyer Mini Water Filter,Sawyer,$22.95,"Weighing only 2 oz. and sized to fit in the palm of your hand, the Sawyer Mini water filter is one of the lightest, most compact filters available, and you can use it to drink straight from a stream.",3.8,https://www.rei.com/media/3a1e8c17-c38f-46f3-9eec-ff0f47477174?size=784x588,"[""Hollow-fiber membrane offers a high flow rate; sip on the Mini like a straw and it filters the water while it's on the way to your mouth"", 'Get down close to the stream or lake and use the filter to drink straight from the source, or fill your water bottle and insert the filter to start sipping', 'Filter will also fit the threads on the included Sawyer 16 fl. oz. reusable pouch that you can fill at a lake or stream and then use to squeeze water through the filter', '0.1-micron filter physically removes 99.99999% of all bacteria, such as salmonella, cholera and E.coli; removes 99.9999% of all protozoa, such as giardia and cryptosporidia', 'Use the included syringe to backflush the filter to maintain a high flow rate', 'Filter will also fit the threads on most bottles of water that you buy at a grocery store; can also be used as an inline filter (adapters and hoses not included)', 'Avoid freezing this filter; freezing may ruin the hollow-fiber membrane', 'Includes Sawyer Mini water filter, one 16 fl. oz. reusable squeeze pouch, a filter tip cap and a cleaning syringe']"
Platypus GravityWorks Water Filter System - 4 Liter,Platypus,$119.95,Keep a supply of  drinking water right in your campsite. The Platypus GravityWorks™ water filter delivers 4 liters of potable water in just 2.5 minutes without requiring a single pump stroke.,4.5,https://www.rei.com/media/fbde05fa-8be0-484c-87a9-3c28ad30eb47?size=784x588,"['GravityWorks filter combines the speed and utility of the original Platypus CleanStream™ gravity filter with less weight and improved durability', 'System includes two 4-liter reservoirs, 1 for unfiltered water and 1 for clean water; reservoirs have hang loops for easy in-camp use', 'To use, simply fill the unfiltered-water reservoir with water and hang it above the clean-water reservoir to let gravity carry water through the filter', ""Hollow-fiber filter technology offers a high flow rate of 1.75 liters per minute—that's 4 liters in 2.5 minutes!"", 'Filter physically removes particles, protozoa and bacteria down to 0.2 microns in size, including giardia, salmonella, cryptosporidia and more', 'Unfiltered-water reservoir features a quick-disconnect valve that automatically shuts off the flow of water when the hose is disconnected', 'Shutoff hose clamp on the clean water hose allows on-demand water control for filling bottles; clamp also shuts off the system when not in use', 'Clean the system by simply holding the clean reservoir above the unfiltered reservoir to backflush the filter', 'Reservoirs feature SlimeGuard™ antimicrobial treatment for taste-free performance', 'Platypus GravityWorks™ water filter system is compatible with Platypus Bottles, Water Tanks™ and Big Zip SL™ reservoirs, all sold separately', 'Microfilter lifetime of up to 1,500 liters']"
Platypus Platy Water Bottle - 70 fl. oz.,Platypus,$15.95,The taste-free Platypus Platy™ water bottle with screw cap is an excellent option for bringing 70 fl. oz. of water on your backcountry adventures.,4.3,https://www.rei.com/media/6be60705-f7c6-4824-93b5-2c3818c8bbfd?size=784x588,"['Compared to a hard bottle of equivalent volume, the Platy bottle is 80% lighter and takes up a mere 1/5th the space when empty', ""Food-grade polyethylene lining ensures bottle won't retain flavors or taste like plastic; bottle is 100% BPA free"", 'Compact and flexible design can be flattened when empty and rolled up to fit practically anywhere in your backpack or travel bag', 'Platypus Platy™ bottle stands upright when full', 'Polypropylene screw cap allows quick and easy drinking', ""Add Platypus accessories such as a taste-free drink tube or push/pull cap (both sold separately) to increase the bottle's versatility""]"
Katadyn BeFree 1.0 L Water Filter Bottle - 33.8 fl. oz.,Katadyn,$49.95,"The Katadyn BeFree 1-liter water bottle filter gives you the freedom to drink anytime, anywhere. Lightweight and compact, it filters at a rate of up to 2 liters of water per minute.",4.1,https://www.rei.com/media/7faab3c3-cf68-4cf1-8856-c3d77549c7ee?size=784x588,"['Easy to use: gently squeeze or turn upside down and watch the water flow through the filter; filters at a rate of up to 2 liters of water per minute', 'Easy to clean: simply shake or swish to remove debris', 'Collapsible 1-liter flask packs small to fit into tight spaces', '0.1 micron microfilter is tested to protect against harmful organisms, removing protozoa (99.99%) and bacteria (99.9999%) to EPA standards', '43mm, wide-mouth opening makes for easy filling from any lake, river, stream or faucet', 'Cap over drink nozzle keeps dirt out', 'Tested to 1,000 liters; individual results will depend on water quality', 'BPA-free']"
HydraPak 3L Seeker Collapsible Water Container - 100 fl. oz.,HydraPak,$27.00,"Built for long-haul excursions, the HydraPak 3L Seeker collapsible water container boasts a weather-resistant pour handle, 2 side lash points for hanging or pack attachment and a freezable design.",4.0,https://www.rei.com/media/9dc61787-b9fc-46f5-9c67-727d9c05dcdb?size=784x588,"['You can freeze it to use as an ice pack or fill it with hot water to keep you warm (max temp 60° C / 140° F)', ""Flexible design makes it so light and compact, you'll forget it's in your pack"", 'Made of ultra-durable, abrasion-resistant TPU and RF-welded seams for superior durability and elasticity; materials are BPA- and PVC-free', '2 load-bearing side lash points for attaching to your pack or setting up a gravity feed', 'Low-profile, durable, coated handle allows for easy pouring and is tear- and weather-resistant', 'Large 42 mm screw cap opening makes it easy to fill and the rigid rim allows for easy pouring; removable tear-resistant tether prevents cap loss and functions as a carry loop', 'External capacity gauge allows you to track your hydration intake or measure out the contents', 'Fold or crush to collapse down and pack into the included storage bag', 'Backcountry water filter compatible; Katadyn BeFree filter (not included) screws onto the top, allowing you to filter more water at camp', 'Can be used as a hydration reservoir or paired with a Plug-N-Play cap and 28 mm filter adapter (not included)']"
Aquamira Water Treatment - 1 oz.,Aquamira,$14.95,"Simple-to-use Aquamira water treatment drops use chlorine dioxide to kill odor-causing bacteria and enhance the taste of stored potable water. Drops are effective in clear, muddy, warm and cold water.",4.1,https://www.rei.com/media/313365cb-a63c-4abb-9e9a-a123783f74be?size=784x588,"['Includes part A and part B drops that you mix together before adding to water; each bottle contains 1 fl. oz.', 'Chlorine dioxide is iodine and chlorine free and has been used by municipal water treatment plants to kill a variety of waterborne pathogens since the late 1940s', 'Chlorine dioxide has been shown to remove greater than 99.9% of bacteria, viruses and cysts, including cryptosporidia and giardia', 'Chlorine dioxide does not discolor water or give it an unpleasant taste; iodine and chlorine free', 'Small size and long shelf life is ideal for international travel, backpacking and emergency preparedness', 'Contains everything you need to treat up to 30 gal. of water']"
Scepter Water Container - 10 Liters/2.5 gal.,Scepter,$54.95,"No matter where you are or what you're doing, clean water is always a necessity. The 10-liter Scepter water container is sturdy yet lightweight, helping you store or transport water on any adventure.",4.2,https://www.rei.com/media/602b40eb-7e77-4926-909f-bd465ed705cd?size=784x588,"['Small spout makes it easier to fill water bottles; breather hole with its own cap provides great airflow for easy pouring', 'Food-grade low-density polyethylene (LDPE) and high-density polyethylene (HDPE) construction is BPA-free and will not add taste, odor, or any chemicals to the water', 'Seamless, all-plastic construction is tough, lightweight, permanently colored and will never rust', 'Features a single carrying handle and a screw-top cap that locks securely in the closed position', 'Built to military specifications, this container offers years of durability']"
REI Co-op Nalgene Sustain Graphic Wide-Mouth Water Bottle - 16 fl. oz.,REI Co-op,$13.95,"A great size for day hikes and daily use, the 16 fl. oz. REI Co-op Nalgene Sustain graphic wide-mouth water bottle keeps you hydrated—and keeps plastic out of landfills.",4.6,https://www.rei.com/media/cd036c8b-d46f-437b-ad56-741c44d50491?size=784x588,"['Tritan Renew™ is crafted from next-generation recycled resin that transforms plastic destined for landfills into high-performance, BPA-, BPS- and phthalate-free bottles', 'Completely leakproof with continuous, straight-shouldered, semibuttressed threads that keep the bottle sealed tight', 'Easy-to-clean, dishwasher-safe Tritan Renew copolyester material is free of BPA, BPS and phthalates', 'Wide-mouth design is easy to fill with ice cubes', 'Built to last, guaranteed for life by Nalgene']"
Gregory 3D Hydro Reservoir - 2 Liters,Gregory,$39.95,"The unique, soft-molded design of the 2-liter Gregory 3D Hydro reservoir provides comfort and stability on the trail and dries quickly thanks to the integrated hanger.",4.5,https://www.rei.com/media/c4b0aacc-ca58-437e-8164-3898e4a5fa61?size=784x588,"['Soft-molded 3D design prevents contact between top and bottom layers when hanging open, dramatically speeding drying time and discouraging bacteria growth', 'QuickDry hanger offers a convenient option for storage or hang drying on or off the trail, integrated into the reservoir itself', 'Crescent handle is designed to work with the Gregory SpeedClip attachment system for a one-handed lock-and-go linkage system', '3D form and full-length baffle distribute the weight of the reservoir by positioning the water flat against your back for optimal stability and comfort', 'A soft-molded handle on the spine makes filling easy and the co-molded baseplate provides full length support for hassle-free insertion and removal from the pack', 'Inline hose quick-disconnect coupling makes for easy refills without having to unthread the hose from the shoulder harness', 'Push-button on/off bite valve allows for confident, leak-free storage while traveling to and from the trail (magnet accessory included)', 'Rubberized fill port opening with integrated hose locator features inline quick-disconnect and screwcap tether']"
MSR Guardian Purifier,MSR,$389.95,"A Backpacker Magazine 2016 Editors' Choice winner, the MSR Guardian Purifier physically removes viruses, bacteria, protozoa and dirt quickly and easily on backpacking trips and international travel.",4.2,https://www.rei.com/media/74d29eb2-4427-4480-a8da-c4207b0783a6?size=784x588,"[""Winner of both Backpacker Magazine's 2016 Editors' Choice Award and Outside Magazine's 2016 Gear of the Show Award"", 'Unlike conventional hollow-fiber technology, the advanced medical-grade fibers in the Guardian block viruses—something most other hollow-fiber filters cannot do', 'Physically removes viruses, bacteria, protozoa and particulate, including hepatitis A, E. coli, giardia, cryptosporidia and more', 'Purifies 2.5 liters per min.', ""With every stroke, the purifier uses 10% of its water to flush the contaminants in its filter back into the source; this means you'll never have to hassle with back-flushing"", 'Rugged construction is designed to withstand freezing and drops up to 6 ft.']"
Scepter Water Container Spout,Scepter,$24.95,Don't get drenched while filling up your water bottle or pasta pot—the Scepter water container spout screws snugly to your Scepter water container (sold separately) to make pouring hassle-free.,4.7,https://www.rei.com/media/3955c7bc-5a1b-43cf-8779-03497f8ae08f?size=784x588,"['Dispensing nozzle screws snugly to the pour spout on the 2.5 gal. and 5 gal. Scepter water containers (sold separately) for ease of pouring', 'Spring-loaded nozzle control lever works 2 ways—either the lever opens the nozzle for water flow until flipped shut, or the nozzle stays open until the lever is released']"
Hydro Flask Standard-Mouth Vacuum Water Bottle with Flex Cap - 24 fl. oz.,Hydro Flask,$39.95,"The largest of the Standard Mouth options, the 24 fl. oz. Hydro Flask Standard-Mouth Water Bottle with Flex Cap carries plenty of liquid but still fits in your pack's side pocket or car's cup holder.",4.7,https://www.rei.com/media/73dd6df0-ebfb-4c12-a405-e1dbfa78e012?size=784x588,"['TempShield™ double-wall vacuum insulation keeps contents hot or cold for hours', ""The inside temperature won't affect the outside temperature of the container - that means no burned fingers from hot beverages or condensation from ice-cold drinks"", 'Tough, food-grade 18/8 stainless steel is BPA-free and resistant to bacteria and odors', 'Standard-mouth opening is 1.81 in. in diameter, making it easy to fill the bottle with coffee, tea or sports drinks', 'Narrow design is easy to hold and fits in most car, bike and stroller cup holders and water bottle cages', 'Covered by the Hydro Flask Lifetime Warranty']"
REI Co-op Nalgene Sustain Graphic Wide-Mouth Water Bottle - 16 fl. oz.,REI Co-op,$12.95,"The perfect size for backpack pockets and your car's cup holder, the 16 fl. oz. REI Co-op Nalgene Sustain graphic wide-mouth water bottle keeps you hydrated—and keeps plastic out of landfills.",4.6,https://www.rei.com/media/77f5d273-be66-482c-a97c-01a8c9a1777f?size=784x588,"['Tritan Renew™ is crafted from next-generation recycled resin that transforms plastic destined for landfills into high-performance, BPA-, BPS- and phthalate-free bottles', 'Completely leakproof with continuous, straight-shouldered, semibuttressed threads that keep the bottle sealed tight', 'Easy-to-clean, dishwasher-safe Tritan Renew copolyester material is free of BPA, BPS and phthalates', 'Wide-mouth design is easy to fill with ice cubes', 'Built to last, guaranteed for life by Nalgene']"
Stanley IceFlow Straw Tumbler - 30 fl. oz.,Stanley,$31.00,"Ideal for car commutes or workouts at home, the 30 fl. oz. Stanley IceFlow Straw tumbler has a built-in flip straw and vacuum insulation to ensure that you always have crisp, cold hydration in hand.",4.4,https://www.rei.com/media/38c0d055-00bb-4d2f-9e82-5efb3059daf6?size=784x588,"['Double-wall vacuum insulation keeps chilled beverages cold for up to 12 hrs. or iced for up to 2 days', '18/8 stainless steel can take a beating; everything is made with BPA-free materials', ""Leakproof flip straw allows effortless sipping—then snap it shut when you're done"", 'Fits comfortably in the cup holder of your vehicle—or the cup holder on treadmills and exercise bikes', 'Easy-to-carry, rotating handle lets you quickly grab and go', 'Dishwasher safe', 'Covered by the Stanley Built for Life™ limited lifetime warranty; contact Stanley for details']"
Osprey Hydraulics Reservoir - 3 Liters,Osprey,$49.00,The 3-liter Osprey Hydraulics reservoir is ideal for large-volume packs and long-duration activities.,4.1,https://www.rei.com/media/2c70a109-1e92-402b-b9d3-6d89fba2167d?size=784x588,"[""Backer plate shapes the reservoir to keep it low-profile so it won't interfere with the comfort of your backpack"", 'Pour shield extends the collar to ease filling in shallow sinks and control pouring into pots or bottles', ""Includes a magnetic clip to attach to your backpack's sternum strap, giving the magnetic bite valve a place to rest when it's not in use"", 'Bite valve offers fast, smooth water flow with a 1/4 twist on/off switch']"
Gregory 3D Hydro Reservoir - 3 Liters,Gregory,$42.95,"Thanks to its soft molded 3D design, the 3-liter Gregory 3D Hydro Reservoir works like a reservoir and dries like a bottle. Its generous capacity and convenient features make it a go-to on the trail.",4.3,https://www.rei.com/media/cbea32fe-413f-4b95-9019-01f4f60175f9?size=784x588,"['Soft-molded 3D design prevents contact between top and bottom layers when hanging open, dramatically speeding drying time and discouraging bacteria growth', 'QuickDry hanger offers a convenient option for storage or hang drying on or off the trail, integrated into the reservoir itself', 'Crescent handle is designed to work with the Gregory SpeedClip attachment system for a one-handed lock-and-go linkage system', '3D form and full-length baffle distribute the weight of the reservoir by positioning the water flat against your back for optimal stability and comfort', 'A soft-molded handle on the spine makes filling easy and the co-molded baseplate provides full length support for hassle-free insertion and removal from the pack', 'Inline hose quick-disconnect coupling makes for easy refills without having to unthread the hose from the shoulder harness', 'Push-button on/off bite valve allows for confident, leak-free storage while traveling to and from the trail (magnet accessory included)', 'Rubberized fill port opening with integrated hose locator features inline quick-disconnect and screwcap tether']"
Hydro Flask Lightweight Wide-Mouth Vacuum Water Bottle - 32 fl. oz.,Hydro Flask,$49.95,Delivering all the ice-cold refreshment you need—without the extra weight—the Hydro Flask Trail Series Lightweight wide-mouth vacuum water bottle is built for long treks and spontaneous route changes.,4.5,https://www.rei.com/media/5c6e78d5-b116-4f23-9c73-3da6fe5a58e4?size=784x588,"['Tapered walls are thinner up top to save weight, and thicker on the bottom for durability', '25% lighter than the original 32 fl. oz. Hydro Flask wide-mouth bottle', 'Honeycomb-insulated wide-mouth cap is leakproof and features a flexible perforated strap and aluminum pivots to cut weight', 'Keeps cold liquids cold for 24 hrs. and hot drinks hot for 12 hrs.', 'Compatible with Hydro Flask Wide-Mouth Straw lid, Wide-Mouth Flex Sip lid and Wide-Mouth Flex caps (not included)', 'Hydro Flask offers a lifetime warranty on this product']"
MSR Guardian Gravity Purifier,MSR,$269.95,"Drink water anywhere in the world—from local backcountry to remote locales—with the MSR Guardian Gravity purifier. Hang it while you go about your tasks at the hostel, basecamp or campsite.",4.3,https://www.rei.com/media/4a80e9ba-76f6-4f48-8da4-860d6eaecd42?size=784x588,"['Meets NSF protocol P248 military testing standard—removes viruses (99.99%), bacteria (99.9999%), protozoa (99.9%), sediment & microplastics from ""worst-case"" water conditions', 'Easy to fill at sinks and streams alike, with a 10-liter reservoir to support the daily water needs of multiple people for drinking, cooking and hygiene', '2-stage purifier includes activated carbon to reduce chemicals and unpleasant tastes and odors', 'Cartridge creates a high-flow, virus-stopping gravity system—up to 1 liter in 2 minutes', 'No backflushing required to clean—simply opening the purge hose flushes the system to clean it and maintain flow', 'Rugged, military-grade construction is engineered for travel', 'Compact system fits easily in carry-on luggage and smaller packs']"
Osprey Hydraulics Reservoir - 2 Liters,Osprey,$46.00,The 2-liter Osprey Hydraulics reservoir is ideal for large-volume packs and long-duration activities.,4.3,https://www.rei.com/media/e00a7f9d-ee25-49d6-8b23-5e61961049c3?size=784x588,"[""Backer plate shapes the reservoir to keep it low-profile so it won't interfere with the comfort of your backpack"", 'Pour shield extends the collar to ease filling in shallow sinks and control pouring into pots or bottles', ""Includes a magnetic clip to attach to your backpack's sternum strap, giving the magnetic bite valve a place to rest when it's not in use"", 'Bite valve offers fast, smooth water flow with a 1/4 twist on/off switch']"
Osprey Hydraulics LT Reservoir - 2.5 Liters,Osprey,$44.00,The 2.5-liter Osprey Hydraulics LT reservoir is made for light and fast activities where weight and balance (and hydration) are critical.,4.0,https://www.rei.com/media/be2d13e2-67c8-4805-9073-e2c8609e8739?size=784x588,"['Twin-welded diagonal baffles stabilize the water and maintain a flat profile in your pack', 'Streamlined design allows for easy loading into internal hydration sleeves', 'Pour shield extends the collar to ease filling in shallow sinks and control pouring into pots or bottles', ""Includes a magnetic clip to attach to your backpack's sternum strap, giving the magnetic bite valve a place to rest when it's not in use"", 'Bite valve offers fast, smooth water flow with a 1/4 twist on/off switch']"
